id,city,country,country_code,region,cen_lat,cen_lon,freshwater,coastal,forest,grasslands,mountains,peatlands,deserts,farmlands,income_group,pop_size_class,built_form_type
7252,"Runkata","India","IND","Asia",27.23016,77.87109,1,0,1,0,0,0,0,0,"LMIC","6. Lesser than 100,000","Sprawl"
7253,"Kagal","India","IND","Asia",16.58285,74.31023,1,0,1,0,0,0,0,0,"LMIC","6. Lesser than 100,000","Sprawl"
7254,"Hathras","India","IND","Asia",27.62728,78.06293,1,0,1,0,0,0,0,0,"LMIC","5. Between 100,000 and 500,000","Sprawl"
7255,"Bari","India","IND","Asia",26.64557,77.61268,1,0,1,0,0,0,0,0,"LMIC","5. Between 100,000 and 500,000","Sprawl"
7256,"Bijeypur","India","IND","Asia",26.05453,77.36909,1,0,1,0,0,0,0,0,"LMIC","5. Between 100,000 and 500,000","Sprawl"
7257,"Ranjangoan","India","IND","Asia",19.83451,75.22681,1,0,0,1,0,0,1,0,"LMIC","5. Between 100,000 and 500,000","Sprawl"
7258,"N/A","India","IND","Asia",24.74368,76.88062,1,0,1,0,0,0,0,0,"LMIC","6. Lesser than 100,000","Compact"
7259,"Jaspur","India","IND","Asia",29.27929,78.83349,1,0,0,1,0,0,0,0,"LMIC","6. Lesser than 100,000","Sprawl"
7260,"Chhabra","India","IND","Asia",24.66817,76.84416,1,0,1,0,0,0,0,0,"LMIC","6. Lesser than 100,000","Sprawl"
7261,"Vita","India","IND","Asia",17.27611,74.54069,1,0,0,1,0,0,1,0,"LMIC","6. Lesser than 100,000","Sprawl"
7262,"Atrauli","India","IND","Asia",28.03428,78.27727,1,0,1,0,0,0,0,0,"LMIC","5. Between 100,000 and 500,000","Sprawl"
7263,"Sadabad","India","IND","Asia",27.4377,78.03478,1,0,1,0,0,0,0,0,"LMIC","5. Between 100,000 and 500,000","Sprawl"
7264,"Agra","India","IND","Asia",27.16906,77.99973,1,0,1,0,0,0,0,0,"LMIC","3. Between 1 and 5 million","Sprawl"
7265,"Sarangpur","India","IND","Asia",23.57038,76.47836,1,0,1,0,0,0,0,0,"LMIC","6. Lesser than 100,000","Sprawl"
7266,"Aurangabad","India","IND","Asia",19.87402,75.3385,1,0,1,0,0,0,0,0,"LMIC","3. Between 1 and 5 million","Compact"
7267,"Sambhal","India","IND","Asia",28.57466,78.56985,1,0,1,0,0,0,0,0,"LMIC","4. Between 500,000 and 1 million","Compact"
7268,"Babrala","India","IND","Asia",28.27497,78.41999,1,0,1,0,0,0,0,0,"LMIC","6. Lesser than 100,000","Sprawl"
7269,"Jairampur","India","IND","Asia",28.18137,78.39931,1,0,1,0,0,0,0,0,"LMIC","5. Between 100,000 and 500,000","Sprawl"
7270,"Kheragarh","India","IND","Asia",26.94438,77.8218,1,0,1,0,0,0,0,0,"LMIC","6. Lesser than 100,000","Sprawl"
7271,"Barwaha","India","IND","Asia",22.24656,76.03899,1,0,1,0,0,0,0,0,"LMIC","6. Lesser than 100,000","Sprawl"
7272,"Ichalkaranji","India","IND","Asia",16.69828,74.45477,1,0,0,1,0,0,1,0,"LMIC","5. Between 100,000 and 500,000","Sprawl"
7273,"Nippani","India","IND","Asia",16.40668,74.37874,1,0,1,0,0,0,0,0,"LMIC","6. Lesser than 100,000","Sprawl"
7274,"Gadahinglaj","India","IND","Asia",16.22157,74.3455,1,0,1,0,0,0,0,0,"LMIC","5. Between 100,000 and 500,000","Sprawl"
7275,"Thakurdwara","India","IND","Asia",29.19911,78.92345,1,0,0,1,0,0,0,0,"LMIC","5. Between 100,000 and 500,000","Sprawl"
7276,"Hathras","India","IND","Asia",27.64736,78.16264,1,0,1,0,0,0,0,0,"LMIC","6. Lesser than 100,000","Sprawl"
7277,"Yawal","India","IND","Asia",21.17043,75.69909,1,0,1,0,0,0,0,0,"LMIC","6. Lesser than 100,000","Sprawl"
7278,"Chitegaon","India","IND","Asia",19.75858,75.29272,1,0,0,1,0,0,1,0,"LMIC","6. Lesser than 100,000","Sprawl"
7279,"Ratanpur","India","IND","Asia",28.77936,78.6929,1,0,1,0,0,0,0,0,"LMIC","6. Lesser than 100,000","Sprawl"
7280,"Kailaras","India","IND","Asia",26.30288,77.61346,1,0,1,0,0,0,0,0,"LMIC","5. Between 100,000 and 500,000","Sprawl"
7281,"Sanawad","India","IND","Asia",22.17794,76.06654,1,0,1,0,0,0,0,0,"LMIC","6. Lesser than 100,000","Sprawl"
7282,"N/A","India","IND","Asia",28.63787,78.64148,1,0,1,0,0,0,0,0,"LMIC","6. Lesser than 100,000","Sprawl"
7283,"Sonkach","India","IND","Asia",22.97349,76.3461,1,0,1,0,0,0,0,0,"LMIC","6. Lesser than 100,000","Sprawl"
7284,"Bhikangaon","India","IND","Asia",21.86214,75.96645,1,0,1,0,0,0,0,0,"LMIC","6. Lesser than 100,000","Sprawl"
7285,"Manoharthana","India","IND","Asia",24.23825,76.80927,1,0,1,0,0,0,0,0,"LMIC","6. Lesser than 100,000","Sprawl"
7286,"Rajgarh","India","IND","Asia",24.00236,76.72506,1,0,1,0,0,0,0,0,"LMIC","6. Lesser than 100,000","Sprawl"
7287,"Kada","India","IND","Asia",18.89644,75.07623,1,0,0,1,0,0,1,0,"LMIC","6. Lesser than 100,000","Sprawl"
7288,"Sangli","India","IND","Asia",16.8566,74.6041,1,0,0,1,0,0,1,0,"LMIC","4. Between 500,000 and 1 million","Sprawl"
7289,"Shevgaon","India","IND","Asia",19.35378,75.21872,1,0,0,1,0,0,1,0,"LMIC","5. Between 100,000 and 500,000","Sprawl"
7290,"Pathardi","India","IND","Asia",19.17464,75.16959,1,0,0,1,0,0,1,0,"LMIC","5. Between 100,000 and 500,000","Sprawl"
7291,"Tasgaon","India","IND","Asia",17.03059,74.60796,1,0,0,1,0,0,1,0,"LMIC","6. Lesser than 100,000","Sprawl"
7292,"Jaysingpur","India","IND","Asia",16.7756,74.56063,1,0,0,1,0,0,1,0,"LMIC","5. Between 100,000 and 500,000","Sprawl"
7293,"N/A","India","IND","Asia",28.94221,78.82681,1,0,1,0,0,0,0,0,"LMIC","6. Lesser than 100,000","Sprawl"
7294,"Karjat","India","IND","Asia",18.55375,75.00961,1,0,0,1,0,0,1,0,"LMIC","6. Lesser than 100,000","Sprawl"
7295,"Karwar","India","IND","Asia",14.83006,74.14135,0,1,1,0,0,0,0,0,"LMIC","5. Between 100,000 and 500,000","Compact"
7296,"Pohari","India","IND","Asia",25.53934,77.36597,1,0,1,0,0,0,0,0,"LMIC","6. Lesser than 100,000","Sprawl"
7297,"Chharra","India","IND","Asia",27.92564,78.39839,1,0,1,0,0,0,0,0,"LMIC","6. Lesser than 100,000","Sprawl"
7298,"Dhaulpur","India","IND","Asia",26.70507,77.8839,1,0,1,0,0,0,0,0,"LMIC","5. Between 100,000 and 500,000","Sprawl"
7299,"Bhusawal","India","IND","Asia",21.04336,75.80553,1,0,0,1,0,0,1,0,"LMIC","5. Between 100,000 and 500,000","Sprawl"
7300,"N/A","India","IND","Asia",25.71041,77.45779,1,0,1,0,0,0,0,0,"LMIC","5. Between 100,000 and 500,000","Sprawl"
7301,"Bahjoi","India","IND","Asia",28.39403,78.62689,1,0,1,0,0,0,0,0,"LMIC","5. Between 100,000 and 500,000","Sprawl"
7302,"Motipura Chauki","India","IND","Asia",24.62144,77.04254,1,0,1,0,0,0,0,0,"LMIC","6. Lesser than 100,000","Sprawl"
7303,"N/A","India","IND","Asia",21.65749,75.99335,1,0,1,0,0,0,0,0,"LMIC","6. Lesser than 100,000","Sprawl"
7304,"Sankeshwara","India","IND","Asia",16.25711,74.48682,1,0,0,1,0,0,1,0,"LMIC","6. Lesser than 100,000","Sprawl"
7305,"R?mnagar","India","IND","Asia",29.39326,79.12463,1,0,1,0,0,0,0,0,"LMIC","6. Lesser than 100,000","Sprawl"
7306,"Kundarkhi","India","IND","Asia",28.68826,78.78786,1,0,1,0,0,0,0,0,"LMIC","5. Between 100,000 and 500,000","Sprawl"
7307,"Pachore","India","IND","Asia",23.72296,76.7402,1,0,1,0,0,0,0,0,"LMIC","6. Lesser than 100,000","Sprawl"
7308,"Ashti","India","IND","Asia",18.80696,75.16844,1,0,0,1,0,0,1,0,"LMIC","6. Lesser than 100,000","Sprawl"
7309,"Tanda","India","IND","Asia",28.97381,78.94659,1,0,1,0,0,0,0,0,"LMIC","5. Between 100,000 and 500,000","Sprawl"
7310,"Bilari","India","IND","Asia",28.62299,78.79545,1,0,1,0,0,0,0,0,"LMIC","5. Between 100,000 and 500,000","Sprawl"
7311,"Jamner","India","IND","Asia",20.80968,75.77475,1,0,0,1,0,0,1,0,"LMIC","6. Lesser than 100,000","Sprawl"
7312,"dehgaon","India","IND","Asia",28.11243,78.58286,1,0,1,0,0,0,0,0,"LMIC","5. Between 100,000 and 500,000","Sprawl"
7313,"Sikandra Rao","India","IND","Asia",27.69368,78.38172,1,0,1,0,0,0,0,0,"LMIC","5. Between 100,000 and 500,000","Sprawl"
7314,"Chikkodi","India","IND","Asia",16.4276,74.58162,1,0,0,1,0,0,1,0,"LMIC","6. Lesser than 100,000","Sprawl"
7315,"Paithan","India","IND","Asia",19.47267,75.38987,1,0,0,1,0,0,1,0,"LMIC","6. Lesser than 100,000","Sprawl"
7316,"Joura","India","IND","Asia",26.34364,77.8066,1,0,1,0,0,0,0,0,"LMIC","5. Between 100,000 and 500,000","Sprawl"
7317,"N/A","India","IND","Asia",29.05467,79.01645,1,0,1,0,0,0,0,0,"LMIC","6. Lesser than 100,000","Sprawl"
7318,"Jalesar","India","IND","Asia",27.47035,78.30392,1,0,1,0,0,0,0,0,"LMIC","6. Lesser than 100,000","Sprawl"
7319,"Etmadpur","India","IND","Asia",27.22491,78.23587,1,0,1,0,0,0,0,0,"LMIC","5. Between 100,000 and 500,000","Sprawl"
7320,"Sillod","India","IND","Asia",20.30308,75.65195,1,0,1,0,0,0,0,0,"LMIC","5. Between 100,000 and 500,000","Sprawl"
7321,"Indapur","India","IND","Asia",18.11346,75.02607,1,0,0,1,0,0,1,0,"LMIC","6. Lesser than 100,000","Sprawl"
7322,"Belagavi","India","IND","Asia",15.85943,74.50961,1,0,0,1,0,0,1,0,"LMIC","4. Between 500,000 and 1 million","Sprawl"
7323,"Chandausi","India","IND","Asia",28.44977,78.78464,1,0,1,0,0,0,0,0,"LMIC","5. Between 100,000 and 500,000","Sprawl"
7324,"Shamsabad","India","IND","Asia",27.01327,78.12482,1,0,1,0,0,0,0,0,"LMIC","6. Lesser than 100,000","Sprawl"
7325,"Kumbhraj","India","IND","Asia",24.37022,77.05438,1,0,1,0,0,0,0,0,"LMIC","5. Between 100,000 and 500,000","Sprawl"
7326,"N/A","India","IND","Asia",28.06924,78.61639,1,0,1,0,0,0,0,0,"LMIC","6. Lesser than 100,000","Sprawl"
7327,"Suar","India","IND","Asia",29.02828,79.05594,1,0,1,0,0,0,0,0,"LMIC","6. Lesser than 100,000","Sprawl"
7328,"Islamnagar","India","IND","Asia",28.32537,78.72456,1,0,1,0,0,0,0,0,"LMIC","5. Between 100,000 and 500,000","Sprawl"
7329,"Biaora","India","IND","Asia",23.92214,76.90818,1,0,1,0,0,0,0,0,"LMIC","5. Between 100,000 and 500,000","Sprawl"
7330,"Akluj","India","IND","Asia",17.88173,75.02233,1,0,0,1,0,0,1,0,"LMIC","5. Between 100,000 and 500,000","Sprawl"
7331,"Hukkeri","India","IND","Asia",16.23247,74.60128,1,0,0,1,0,0,1,0,"LMIC","6. Lesser than 100,000","Sprawl"
7332,"Bajpur","India","IND","Asia",29.17228,79.14721,1,0,0,1,0,0,0,0,"LMIC","6. Lesser than 100,000","Sprawl"
7333,"Shujalpur","India","IND","Asia",23.38243,76.72527,1,0,1,0,0,0,0,0,"LMIC","6. Lesser than 100,000","Sprawl"
7334,"N/A","India","IND","Asia",28.65345,78.89576,1,0,1,0,0,0,0,0,"LMIC","6. Lesser than 100,000","Sprawl"
7335,"N/A","India","IND","Asia",28.00004,78.62649,1,0,1,0,0,0,0,0,"LMIC","6. Lesser than 100,000","Sprawl"
7336,"Chachaura","India","IND","Asia",24.19078,77.03268,1,0,1,0,0,0,0,0,"LMIC","6. Lesser than 100,000","Sprawl"
7337,"Morena","India","IND","Asia",26.49231,77.98643,1,0,1,0,0,0,0,0,"LMIC","5. Between 100,000 and 500,000","Sprawl"
7338,"Raver","India","IND","Asia",21.24353,76.03167,1,0,1,0,0,0,0,0,"LMIC","6. Lesser than 100,000","Sprawl"
7339,"Khanapur","India","IND","Asia",15.64283,74.50636,1,0,1,0,0,0,0,0,"LMIC","6. Lesser than 100,000","Sprawl"
7340,"Karmala","India","IND","Asia",18.40382,75.19853,1,0,0,1,0,0,1,0,"LMIC","6. Lesser than 100,000","Sprawl"
7341,"Rampur","India","IND","Asia",28.79256,79.03048,1,0,1,0,0,0,0,0,"LMIC","4. Between 500,000 and 1 million","Sprawl"
7342,"Jamkhed","India","IND","Asia",18.73676,75.3073,1,0,0,1,0,0,1,0,"LMIC","6. Lesser than 100,000","Sprawl"
7343,"Kavathe Mahankal","India","IND","Asia",17.01139,74.86137,1,0,0,1,0,0,1,0,"LMIC","6. Lesser than 100,000","Sprawl"
7344,"N/A","India","IND","Asia",27.83313,78.59287,1,0,1,0,0,0,0,0,"LMIC","6. Lesser than 100,000","Sprawl"
7345,"Rajakhera","India","IND","Asia",26.8965,78.17171,1,0,1,0,0,0,0,0,"LMIC","6. Lesser than 100,000","Sprawl"
7346,"Bhokardan","India","IND","Asia",20.25257,75.76536,1,0,1,0,0,0,0,0,"LMIC","6. Lesser than 100,000","Sprawl"
7347,"Kusnal","India","IND","Asia",16.65318,74.81429,1,0,0,1,0,0,1,0,"LMIC","6. Lesser than 100,000","Sprawl"
7348,"Guna","India","IND","Asia",24.64768,77.31371,1,0,1,0,0,0,0,0,"LMIC","5. Between 100,000 and 500,000","Sprawl"
7349,"Raibag","India","IND","Asia",16.49335,74.77305,1,0,0,1,0,0,1,0,"LMIC","6. Lesser than 100,000","Sprawl"
7350,"Sahaswan","India","IND","Asia",28.07108,78.75172,1,0,1,0,0,0,0,0,"LMIC","6. Lesser than 100,000","Sprawl"
7351,"N/A","India","IND","Asia",27.61362,78.55366,1,0,1,0,0,0,0,0,"LMIC","6. Lesser than 100,000","Sprawl"
7352,"Khandwa","India","IND","Asia",21.82324,76.34191,1,0,1,0,0,0,0,0,"LMIC","5. Between 100,000 and 500,000","Sprawl"
7353,"Maktainagar","India","IND","Asia",21.04419,76.05164,1,0,1,0,0,0,0,0,"LMIC","6. Lesser than 100,000","Sprawl"
7354,"Kasganj","India","IND","Asia",27.80591,78.64184,1,0,1,0,0,0,0,0,"LMIC","5. Between 100,000 and 500,000","Sprawl"
7355,"Firozabad","India","IND","Asia",27.16462,78.4005,1,0,1,0,0,0,0,0,"LMIC","4. Between 500,000 and 1 million","Sprawl"
7356,"Fatehabad","India","IND","Asia",27.02232,78.29707,1,0,1,0,0,0,0,0,"LMIC","6. Lesser than 100,000","Sprawl"
7357,"Ashta","India","IND","Asia",23.01824,76.72121,1,0,1,0,0,0,0,0,"LMIC","5. Between 100,000 and 500,000","Sprawl"
7358,"Chankot","India","IND","Asia",29.85179,79.59939,1,0,1,0,0,0,0,0,"LMIC","6. Lesser than 100,000","Sprawl"
7359,"N/A","India","IND","Asia",28.66337,79.03744,1,0,1,0,0,0,0,0,"LMIC","6. Lesser than 100,000","Sprawl"
7360,"Surajpur","India","IND","Asia",29.04403,79.24452,1,0,1,1,0,0,0,0,"LMIC","6. Lesser than 100,000","Sprawl"
7361,"Sahabad","India","IND","Asia",28.56563,79.01337,1,0,1,0,0,0,0,0,"LMIC","5. Between 100,000 and 500,000","Sprawl"
7362,"Shivpuri","India","IND","Asia",25.42488,77.65975,1,0,1,0,0,0,0,0,"LMIC","5. Between 100,000 and 500,000","Sprawl"
7363,"N/A","India","IND","Asia",27.35193,78.49407,1,0,1,0,0,0,0,0,"LMIC","5. Between 100,000 and 500,000","Sprawl"
7364,"Bamaur","India","IND","Asia",26.37705,78.0818,1,0,1,0,0,0,0,0,"LMIC","5. Between 100,000 and 500,000","Sprawl"
7365,"Burhanpur","India","IND","Asia",21.31742,76.2169,1,0,1,0,0,0,0,0,"LMIC","5. Between 100,000 and 500,000","Sprawl"
7366,"Kumta","India","IND","Asia",14.43005,74.40418,0,0,1,0,0,0,0,0,"LMIC","6. Lesser than 100,000","Sprawl"
7367,"Kolaras","India","IND","Asia",25.21988,77.60537,1,0,1,0,0,0,0,0,"LMIC","5. Between 100,000 and 500,000","Sprawl"
7368,"Qitai","China","CHN","Asia",44.02331,89.58352,0,0,0,1,1,0,0,0,"UMIC","6. Lesser than 100,000","Sprawl"
7369,"Bisauli","India","IND","Asia",28.30657,78.93647,1,0,1,0,0,0,0,0,"LMIC","5. Between 100,000 and 500,000","Sprawl"
7370,"Soron","India","IND","Asia",27.88906,78.74596,1,0,1,0,0,0,0,0,"LMIC","6. Lesser than 100,000","Sprawl"
7371,"Ambah","India","IND","Asia",26.70014,78.22282,1,0,1,0,0,0,0,0,"LMIC","5. Between 100,000 and 500,000","Sprawl"
7372,"Gokak","India","IND","Asia",16.16422,74.82677,1,0,0,1,0,0,1,0,"LMIC","5. Between 100,000 and 500,000","Sprawl"
7373,"Dandeli","India","IND","Asia",15.25254,74.62115,0,0,1,0,0,0,0,0,"LMIC","6. Lesser than 100,000","Sprawl"
7374,"Bilaspur","India","IND","Asia",28.8864,79.26067,1,0,1,0,0,0,0,0,"LMIC","5. Between 100,000 and 500,000","Sprawl"
7375,"N/A","India","IND","Asia",28.80791,79.21097,1,0,1,0,0,0,0,0,"LMIC","6. Lesser than 100,000","Sprawl"
7376,"Etah","India","IND","Asia",27.56433,78.6582,1,0,1,0,0,0,0,0,"LMIC","4. Between 500,000 and 1 million","Sprawl"
7377,"Badarwas","India","IND","Asia",24.97489,77.56381,1,0,1,0,0,0,0,0,"LMIC","5. Between 100,000 and 500,000","Sprawl"
7378,"Honnavar","India","IND","Asia",14.2786,74.43595,0,0,1,0,0,0,0,0,"LMIC","6. Lesser than 100,000","Sprawl"
7379,"Dabrai","India","IND","Asia",27.1247,78.47136,1,0,1,0,0,0,0,0,"LMIC","6. Lesser than 100,000","Sprawl"
7380,"Narsinghgarh","India","IND","Asia",23.71087,77.09405,1,0,1,0,0,0,0,0,"LMIC","6. Lesser than 100,000","Sprawl"
7381,"N/A","India","IND","Asia",28.12834,78.91399,1,0,1,0,0,0,0,0,"LMIC","5. Between 100,000 and 500,000","Sprawl"
7382,"Pinahat","India","IND","Asia",26.87792,78.37309,1,0,1,0,0,0,0,0,"LMIC","6. Lesser than 100,000","Sprawl"
7383,"Milak","India","IND","Asia",28.61419,79.16893,1,0,1,0,0,0,0,0,"LMIC","5. Between 100,000 and 500,000","Sprawl"
7384,"Jalna","India","IND","Asia",19.84708,75.8839,1,0,1,0,0,0,0,0,"LMIC","5. Between 100,000 and 500,000","Sprawl"
7385,"Sangole","India","IND","Asia",17.43631,75.18788,1,0,0,1,0,0,1,0,"LMIC","5. Between 100,000 and 500,000","Sprawl"
7386,"Almora","India","IND","Asia",29.59862,79.65478,1,0,1,0,0,0,0,0,"LMIC","5. Between 100,000 and 500,000","Sprawl"
7387,"Gwalior","India","IND","Asia",26.22446,78.17529,1,0,1,0,0,0,0,0,"LMIC","3. Between 1 and 5 million","Sprawl"
7388,"Maksudangarh","India","IND","Asia",24.05818,77.2541,1,0,1,0,0,0,0,0,"LMIC","6. Lesser than 100,000","Sprawl"
7389,"Ambad","India","IND","Asia",19.61517,75.79292,1,0,0,1,0,0,1,0,"LMIC","6. Lesser than 100,000","Sprawl"
7390,"B?geshwar","India","IND","Asia",29.8313,79.77229,1,0,1,0,0,0,0,0,"LMIC","6. Lesser than 100,000","Sprawl"
7391,"Haldwani","India","IND","Asia",29.21307,79.51903,1,0,0,1,0,0,0,0,"LMIC","5. Between 100,000 and 500,000","Compact"
7392,"Rudrapur","India","IND","Asia",28.99035,79.40168,1,0,1,0,0,0,0,0,"LMIC","5. Between 100,000 and 500,000","Sprawl"
7393,"Malkapur","India","IND","Asia",20.89198,76.20424,1,0,1,0,0,0,0,0,"LMIC","5. Between 100,000 and 500,000","Sprawl"
7394,"Aron","India","IND","Asia",24.3807,77.41776,1,0,1,0,0,0,0,0,"LMIC","5. Between 100,000 and 500,000","Sprawl"
7395,"N/A","India","IND","Asia",28.54798,79.20391,1,0,1,0,0,0,0,0,"LMIC","5. Between 100,000 and 500,000","Sprawl"
7396,"Narwar","India","IND","Asia",25.6445,77.91351,1,0,1,0,0,0,0,0,"LMIC","5. Between 100,000 and 500,000","Compact"
7397,"Nepanagar","India","IND","Asia",21.44921,76.39639,1,0,1,0,0,0,0,0,"LMIC","5. Between 100,000 and 500,000","Sprawl"
7398,"Paranda","India","IND","Asia",18.26563,75.45393,1,0,0,1,0,0,1,0,"LMIC","6. Lesser than 100,000","Sprawl"
7399,"Athani","India","IND","Asia",16.72517,75.06456,1,0,0,1,0,0,1,0,"LMIC","5. Between 100,000 and 500,000","Sprawl"
7400,"Kurduvadi","India","IND","Asia",18.08934,75.42223,1,0,0,1,0,0,1,0,"LMIC","6. Lesser than 100,000","Sprawl"
7401,"Pandharpur","India","IND","Asia",17.67396,75.32547,1,0,0,1,0,0,1,0,"LMIC","5. Between 100,000 and 500,000","Sprawl"
7402,"Bailahongala","India","IND","Asia",15.81438,74.85354,1,0,0,1,0,0,1,0,"LMIC","5. Between 100,000 and 500,000","Sprawl"
7403,"Wazirganj","India","IND","Asia",28.21065,79.05637,1,0,1,0,0,0,0,0,"LMIC","6. Lesser than 100,000","Sprawl"
7404,"Porsa","India","IND","Asia",26.67186,78.37044,1,0,1,0,0,0,0,0,"LMIC","5. Between 100,000 and 500,000","Sprawl"
7405,"Georai","India","IND","Asia",19.26144,75.74731,1,0,0,1,0,0,1,0,"LMIC","6. Lesser than 100,000","Sprawl"
7406,"Shikohabad","India","IND","Asia",27.10678,78.59052,1,0,1,0,0,0,0,0,"LMIC","5. Between 100,000 and 500,000","Sprawl"
7407,"N/A","India","IND","Asia",28.73138,79.31287,1,0,1,0,0,0,0,0,"LMIC","5. Between 100,000 and 500,000","Sprawl"
7408,"Yellapur","India","IND","Asia",14.96104,74.70894,0,0,1,0,0,0,0,0,"LMIC","6. Lesser than 100,000","Sprawl"
7409,"Bhatkal","India","IND","Asia",14.01368,74.52519,0,0,1,0,0,0,0,0,"LMIC","5. Between 100,000 and 500,000","Sprawl"
7410,"Ujhani","India","IND","Asia",27.99898,79.00994,1,0,1,0,0,0,0,0,"LMIC","5. Between 100,000 and 500,000","Sprawl"
7411,"Jasrana","India","IND","Asia",27.23745,78.65295,1,0,1,0,0,0,0,0,"LMIC","6. Lesser than 100,000","Sprawl"
7412,"Malanpur","India","IND","Asia",26.36339,78.28979,1,0,1,0,0,0,0,0,"LMIC","5. Between 100,000 and 500,000","Sprawl"
7413,"L?lkua","India","IND","Asia",29.07808,79.51837,1,0,0,1,0,0,0,0,"LMIC","6. Lesser than 100,000","Sprawl"
7414,"Buldhana","India","IND","Asia",20.52831,76.18317,1,0,1,0,0,0,0,0,"LMIC","5. Between 100,000 and 500,000","Sprawl"
7415,"Jath","India","IND","Asia",17.05356,75.21335,1,0,0,1,0,0,1,0,"LMIC","5. Between 100,000 and 500,000","Sprawl"
7416,"Sehore","India","IND","Asia",23.20698,77.08459,1,0,1,0,0,0,0,0,"LMIC","5. Between 100,000 and 500,000","Sprawl"
7417,"Beed","India","IND","Asia",18.99165,75.75541,1,0,0,1,0,0,1,0,"LMIC","5. Between 100,000 and 500,000","Sprawl"
7418,"Aonla","India","IND","Asia",28.27792,79.1621,1,0,1,0,0,0,0,0,"LMIC","5. Between 100,000 and 500,000","Sprawl"
7419,"Leteri","India","IND","Asia",24.05734,77.40366,1,0,1,0,0,0,0,0,"LMIC","6. Lesser than 100,000","Sprawl"
7420,"Sidhpura","India","IND","Asia",27.63243,78.87273,1,0,1,0,0,0,0,0,"LMIC","6. Lesser than 100,000","Sprawl"
7421,"Rabakavi Banahatti","India","IND","Asia",16.48337,75.11881,1,0,0,1,0,0,1,0,"LMIC","5. Between 100,000 and 500,000","Sprawl"
7422,"Ganj Dundwara","India","IND","Asia",27.72844,78.9409,1,0,1,0,0,0,0,0,"LMIC","5. Between 100,000 and 500,000","Sprawl"
7423,"Bhitarwar","India","IND","Asia",25.79458,78.10939,1,0,1,0,0,0,0,0,"LMIC","6. Lesser than 100,000","Compact"
7424,"Kichha","India","IND","Asia",28.90928,79.50997,1,0,1,0,0,0,0,0,"LMIC","6. Lesser than 100,000","Sprawl"
7425,"N/A","India","IND","Asia",28.46908,79.29854,1,0,1,0,0,0,0,0,"LMIC","6. Lesser than 100,000","Sprawl"
7426,"Bah","India","IND","Asia",26.86995,78.58751,1,0,1,0,0,0,0,0,"LMIC","5. Between 100,000 and 500,000","Sprawl"
7427,"Mammigatti","India","IND","Asia",15.51461,74.92497,1,0,0,1,0,0,1,0,"LMIC","5. Between 100,000 and 500,000","Sprawl"
7428,"Sirsaganj","India","IND","Asia",27.05937,78.68951,1,0,1,0,0,0,0,0,"LMIC","5. Between 100,000 and 500,000","Sprawl"
7429,"Baheri","India","IND","Asia",28.79012,79.49921,1,0,1,0,0,0,0,0,"LMIC","5. Between 100,000 and 500,000","Sprawl"
7430,"Budaun","India","IND","Asia",28.03344,79.13074,1,0,1,0,0,0,0,0,"LMIC","4. Between 500,000 and 1 million","Sprawl"
7431,"Gormi","India","IND","Asia",26.59814,78.50871,1,0,1,0,0,0,0,0,"LMIC","6. Lesser than 100,000","Sprawl"
7432,"Gohad","India","IND","Asia",26.42376,78.43834,1,0,1,0,0,0,0,0,"LMIC","6. Lesser than 100,000","Sprawl"
7433,"Paul Pothen Nagar","India","IND","Asia",28.22062,79.24494,1,0,1,0,0,0,0,0,"LMIC","5. Between 100,000 and 500,000","Sprawl"
7434,"Chikhli","India","IND","Asia",20.34729,76.25624,1,0,1,0,0,0,0,0,"LMIC","5. Between 100,000 and 500,000","Sprawl"
7435,"Mangalwedha","India","IND","Asia",17.51351,75.4465,1,0,0,1,0,0,1,0,"LMIC","6. Lesser than 100,000","Sprawl"
7436,"Bareilly","India","IND","Asia",28.38445,79.41715,1,0,1,0,0,0,0,0,"LMIC","3. Between 1 and 5 million","Sprawl"
7437,"Uppunda","India","IND","Asia",13.80961,74.63246,0,0,1,0,0,0,0,0,"LMIC","6. Lesser than 100,000","Sprawl"
7438,"N/A","India","IND","Asia",28.28959,79.28489,1,0,1,0,0,0,0,0,"LMIC","6. Lesser than 100,000","Sprawl"
7439,"Dharwad","India","IND","Asia",15.44277,75.01551,1,0,0,1,0,0,1,0,"LMIC","4. Between 500,000 and 1 million","Sprawl"
7440,"Ashoknagar","India","IND","Asia",24.57352,77.7347,1,0,1,0,0,0,0,0,"LMIC","5. Between 100,000 and 500,000","Sprawl"
7441,"Barshi","India","IND","Asia",18.23834,75.6932,1,0,0,1,0,0,1,0,"LMIC","5. Between 100,000 and 500,000","Sprawl"
7442,"N/A","India","IND","Asia",29.03765,79.68604,1,0,0,1,0,0,0,0,"LMIC","6. Lesser than 100,000","Compact"
7443,"N/A","India","IND","Asia",28.62147,79.47829,1,0,1,0,0,0,0,0,"LMIC","6. Lesser than 100,000","Sprawl"
7444,"Yadawada","India","IND","Asia",16.23116,75.18394,1,0,0,1,0,0,1,0,"LMIC","6. Lesser than 100,000","Sprawl"
7445,"Sirsi","India","IND","Asia",14.61734,74.83999,0,0,1,0,0,0,0,0,"LMIC","5. Between 100,000 and 500,000","Sprawl"
7446,"N/A","India","IND","Asia",28.69525,79.52579,1,0,1,0,0,0,0,0,"LMIC","6. Lesser than 100,000","Sprawl"
