id,city,country,country_code,region,cen_lat,cen_lon,freshwater,coastal,forest,grasslands,mountains,peatlands,deserts,farmlands,income_group,pop_size_class,built_form_type
1949,"Bogand","Burkina Faso","BFA","Africa",12.97557,-.149034,1,0,0,1,0,0,0,0,"LIC","6. Lesser than 100,000","Sprawl"
1950,"Benidorm","Spain","ESP","Europe",38.55103,-.1307634,0,0,1,0,0,0,0,0,"HIC","6. Lesser than 100,000","Compact"
1951,"Grimsby","United Kingdom","GBR","Europe",53.55724,-.0821481,0,0,1,0,0,0,0,0,"HIC","5. Between 100,000 and 500,000","Sprawl"
1952,"Castelln de la Plana","Spain","ESP","Europe",39.97128,-.0689294,0,0,1,0,0,0,0,0,"HIC","5. Between 100,000 and 500,000","Compact"
1953,"Kete Krachi","Ghana","GHA","Africa",7.799016,-.0535208,1,0,0,1,0,0,0,0,"LMIC","6. Lesser than 100,000","Compact"
1954,"Gao","Mali","MLI","Africa",16.27197,-.0436403,1,0,0,1,0,0,0,0,"LIC","5. Between 100,000 and 500,000","Sprawl"
1955,"Dori","Burkina Faso","BFA","Africa",14.03341,-.0304985,1,0,0,1,0,0,0,0,"LIC","5. Between 100,000 and 500,000","Sprawl"
1956,"Yendi","Ghana","GHA","Africa",9.445291,-.0075466,1,0,0,1,0,0,0,0,"LMIC","5. Between 100,000 and 500,000","Compact"
1957,"Somanya","Ghana","GHA","Africa",6.128622,.0084486,1,0,1,0,0,0,0,0,"LMIC","5. Between 100,000 and 500,000","Sprawl"
1958,"Cinkass","Burkina Faso","BFA","Africa",11.10762,.0121139,1,0,0,1,0,0,0,0,"LIC","5. Between 100,000 and 500,000","Compact"
1959,"Wulensi","Ghana","GHA","Africa",8.654302,0,1,0,0,1,0,0,0,0,"LMIC","6. Lesser than 100,000","Sprawl"
1960,"Harlow","United Kingdom","GBR","Europe",51.76836,.1074584,1,0,1,0,0,0,0,0,"HIC","6. Lesser than 100,000","Sprawl"
1961,"Le Havre","France","FRA","Europe",49.48959,.1625694,0,0,1,0,0,0,0,0,"HIC","5. Between 100,000 and 500,000","Sprawl"
1962,"Mostaganem","Algeria","DZA","Africa",35.92744,.0878282,0,0,1,0,0,0,0,0,"UMIC","5. Between 100,000 and 500,000","Compact"
1963,"Mohammadia","Algeria","DZA","Africa",35.58236,.07111,0,0,1,0,0,0,0,0,"UMIC","6. Lesser than 100,000","Compact"
1964,"Bimbila","Ghana","GHA","Africa",8.858758,.056961,1,0,0,1,0,0,0,0,"LMIC","6. Lesser than 100,000","Sprawl"
1965,"Cambridge","United Kingdom","GBR","Europe",52.20895,.1386127,0,0,1,0,0,0,0,0,"HIC","5. Between 100,000 and 500,000","Compact"
1966,"N/A","Ghana","GHA","Africa",10.52048,.0907444,1,0,0,1,0,0,0,0,"LMIC","6. Lesser than 100,000","Compact"
1967,"Angoulme","France","FRA","Europe",45.65637,.1640863,0,0,1,0,0,0,0,0,"HIC","6. Lesser than 100,000","Sprawl"
1968,"Mascara","Algeria","DZA","Africa",35.40133,.1364361,0,0,1,0,0,0,0,0,"UMIC","5. Between 100,000 and 500,000","Sprawl"
1969,"Le Mans","France","FRA","Europe",47.99258,.1929427,1,0,1,0,0,0,0,0,"HIC","5. Between 100,000 and 500,000","Sprawl"
1970,"Saida","Algeria","DZA","Africa",34.85506,.1499395,0,0,1,0,0,0,0,0,"UMIC","5. Between 100,000 and 500,000","Compact"
1971,"Royal Tunbridge Wells","United Kingdom","GBR","Europe",51.13899,.2580837,0,0,1,0,0,0,0,0,"HIC","6. Lesser than 100,000","Compact"
1972,"Dambai","Ghana","GHA","Africa",8.064526,.1781949,1,0,0,1,0,0,0,0,"LMIC","6. Lesser than 100,000","Compact"
1973,"Eastbourne","United Kingdom","GBR","Europe",50.79036,.2831362,0,0,1,0,0,0,0,0,"HIC","5. Between 100,000 and 500,000","Compact"
1974,"Dapaong","Togo","TGO","Africa",10.86703,.204319,1,0,0,1,0,0,0,0,"LIC","5. Between 100,000 and 500,000","Compact"
1975,"Bombouaka","Togo","TGO","Africa",10.69823,.2101319,1,0,0,1,0,0,0,0,"LIC","6. Lesser than 100,000","Compact"
1976,"Poitiers","France","FRA","Europe",46.57982,.34489,1,0,1,0,0,0,0,0,"HIC","6. Lesser than 100,000","Sprawl"
1977,"Korbongou","Togo","TGO","Africa",10.90996,.3044036,1,0,0,1,0,0,0,0,"LIC","6. Lesser than 100,000","Compact"
1978,"Basildon","United Kingdom","GBR","Europe",51.57427,.4666766,0,0,1,0,0,0,0,0,"HIC","6. Lesser than 100,000","Sprawl"
1979,"Chelmsford","United Kingdom","GBR","Europe",51.73547,.4795585,0,0,1,0,0,0,0,0,"HIC","5. Between 100,000 and 500,000","Sprawl"
1980,"St Leonards","United Kingdom","GBR","Europe",50.85672,.5223787,0,0,1,0,0,0,0,0,"HIC","5. Between 100,000 and 500,000","Sprawl"
1981,"Chatham","United Kingdom","GBR","Europe",51.3717,.5431603,0,0,1,0,0,0,0,0,"HIC","5. Between 100,000 and 500,000","Sprawl"
1982,"Fada N'Gourma","Burkina Faso","BFA","Africa",12.06223,.3621013,1,0,0,1,0,0,0,0,"LIC","5. Between 100,000 and 500,000","Compact"
1983,"Maidstone","United Kingdom","GBR","Europe",51.26798,.5286866,0,0,1,0,0,0,0,0,"HIC","5. Between 100,000 and 500,000","Compact"
1984,"Southend-on-Sea","United Kingdom","GBR","Europe",51.5573,.6570869,0,0,1,0,0,0,0,0,"HIC","5. Between 100,000 and 500,000","Compact"
1985,"Ho","Ghana","GHA","Africa",6.605285,.472987,1,0,0,1,0,0,0,0,"LMIC","5. Between 100,000 and 500,000","Compact"
1986,"Relizane","Algeria","DZA","Africa",35.73909,.550127,1,0,1,0,0,0,0,0,"UMIC","5. Between 100,000 and 500,000","Sprawl"
1987,"Hohoe","Ghana","GHA","Africa",7.153037,.4762345,1,0,0,1,0,0,0,0,"LMIC","5. Between 100,000 and 500,000","Compact"
1988,"Sansann-Mango","Togo","TGO","Africa",10.35226,.4720495,1,0,0,1,0,0,0,0,"LIC","5. Between 100,000 and 500,000","Compact"
1989,"Tours","France","FRA","Europe",47.38176,.6915326,1,0,1,0,0,0,0,0,"HIC","5. Between 100,000 and 500,000","Sprawl"
1990,"El Abiodh Sidi Cheikh","Algeria","DZA","Africa",32.8982,.547942,0,0,1,0,0,0,0,0,"UMIC","5. Between 100,000 and 500,000","Compact"
1991,"Lleida","Spain","ESP","Europe",41.61748,.6382015,1,0,1,0,0,0,0,0,"HIC","6. Lesser than 100,000","Sprawl"
1992,"Tatale","Ghana","GHA","Africa",9.357219,.5231509,1,0,0,1,0,0,0,0,"LMIC","6. Lesser than 100,000","Compact"
1993,"Colchester","United Kingdom","GBR","Europe",51.88683,.896612,0,0,1,0,0,0,0,0,"HIC","5. Between 100,000 and 500,000","Compact"
1994,"Kpalim","Togo","TGO","Africa",6.914209,.6331074,0,0,1,0,0,0,0,0,"LIC","5. Between 100,000 and 500,000","Compact"
1995,"Ashford","United Kingdom","GBR","Europe",51.14167,.871198,0,0,1,0,0,0,0,0,"HIC","6. Lesser than 100,000","Compact"
1996,"Kompienga","Burkina Faso","BFA","Africa",11.07503,.7237551,1,0,0,1,0,0,0,0,"LIC","6. Lesser than 100,000","Sprawl"
1997,"Tra","Niger","NER","Africa",14.00614,.752242,1,0,0,1,0,0,0,0,"LIC","5. Between 100,000 and 500,000","Sprawl"
1998,"Rouen","France","FRA","Europe",49.4257,1.073791,1,0,1,0,0,0,0,0,"HIC","5. Between 100,000 and 500,000","Sprawl"
1999,"Bassar","Togo","TGO","Africa",9.263737,.7795672,1,0,0,1,0,0,0,0,"LIC","6. Lesser than 100,000","Sprawl"
2000,"Canterbury","United Kingdom","GBR","Europe",51.28242,1.078507,0,0,1,0,0,0,0,0,"HIC","6. Lesser than 100,000","Compact"
2001,"Akatsi","Ghana","GHA","Africa",6.127784,.8037446,0,0,0,1,0,0,0,0,"LMIC","6. Lesser than 100,000","Compact"
2002,"Oued Rhiou","Algeria","DZA","Africa",35.96205,.9186555,1,0,1,0,0,0,0,0,"UMIC","6. Lesser than 100,000","Sprawl"
2003,"Ipswich","United Kingdom","GBR","Europe",52.05477,1.170714,0,0,1,0,0,0,0,0,"HIC","5. Between 100,000 and 500,000","Compact"
2004,"Folkestone","United Kingdom","GBR","Europe",51.08444,1.167181,0,0,1,0,0,0,0,0,"HIC","6. Lesser than 100,000","Compact"
2005,"Norwich","United Kingdom","GBR","Europe",52.63888,1.287405,0,0,1,0,0,0,0,0,"HIC","5. Between 100,000 and 500,000","Compact"
2006,"Reus","Spain","ESP","Europe",41.15377,1.108721,0,0,1,0,0,0,0,0,"HIC","6. Lesser than 100,000","Compact"
2007,"Frenda","Algeria","DZA","Africa",35.0635,1.053079,1,0,1,0,0,0,0,0,"UMIC","6. Lesser than 100,000","Sprawl"
2008,"Tarragona","Spain","ESP","Europe",41.1145,1.224311,0,0,1,0,0,0,0,0,"HIC","5. Between 100,000 and 500,000","Compact"
2009,"Sotouboua","Togo","TGO","Africa",8.557988,.982448,1,0,0,1,0,0,0,0,"LIC","6. Lesser than 100,000","Sprawl"
2010,"Limoges","France","FRA","Europe",45.83905,1.265317,1,0,1,0,0,0,0,0,"HIC","5. Between 100,000 and 500,000","Sprawl"
2011,"Blitta-Gare","Togo","TGO","Africa",8.325366,.9842348,1,0,0,1,0,0,0,0,"LIC","6. Lesser than 100,000","Sprawl"
2012,"Margate","United Kingdom","GBR","Europe",51.36296,1.403162,0,0,1,0,0,0,0,0,"HIC","5. Between 100,000 and 500,000","Compact"
2013,"Cobli","Benin","BEN","Africa",10.48114,1.009873,1,0,0,1,0,0,0,0,"LIC","6. Lesser than 100,000","Sprawl"
2014,"Blitta","Togo","TGO","Africa",8.345668,1.009375,1,0,0,1,0,0,0,0,"LIC","6. Lesser than 100,000","Sprawl"
2015,"Kand","Togo","TGO","Africa",9.954921,1.047449,1,0,0,1,0,0,0,0,"LIC","6. Lesser than 100,000","Compact"
2016,"Materi","Benin","BEN","Africa",10.69552,1.069145,1,0,0,1,0,0,0,0,"LIC","6. Lesser than 100,000","Sprawl"
2017,"Toulouse","France","FRA","Europe",43.60921,1.423,1,0,1,0,0,0,0,0,"HIC","4. Between 500,000 and 1 million","Sprawl"
2018,"Chettia","Algeria","DZA","Africa",36.1999,1.263044,1,0,1,0,0,0,0,0,"UMIC","6. Lesser than 100,000","Sprawl"
2019,"Atakpam","Togo","TGO","Africa",7.522547,1.136193,1,0,0,1,0,0,0,0,"LIC","5. Between 100,000 and 500,000","Compact"
2020,"Lom","Togo","TGO","Africa",6.190748,1.224744,0,0,0,1,0,0,0,0,"LIC","3. Between 1 and 5 million","Compact"
2021,"Sokod","Togo","TGO","Africa",8.990591,1.139838,1,0,0,1,0,0,0,0,"LIC","5. Between 100,000 and 500,000","Compact"
2022,"Chartres","France","FRA","Europe",48.44247,1.485679,1,0,1,0,0,0,0,0,"HIC","6. Lesser than 100,000","Sprawl"
2023,"Ash Shalif","Algeria","DZA","Africa",36.15171,1.334063,1,0,1,0,0,0,0,0,"UMIC","5. Between 100,000 and 500,000","Sprawl"
2024,"Tiaret","Algeria","DZA","Africa",35.35836,1.321795,1,0,1,0,0,0,0,0,"UMIC","5. Between 100,000 and 500,000","Sprawl"
2025,"Nots","Togo","TGO","Africa",6.954229,1.169541,1,0,0,1,0,0,0,0,"LIC","6. Lesser than 100,000","Compact"
2026,"Kara","Togo","TGO","Africa",9.549989,1.194182,1,0,0,1,0,0,0,0,"LIC","5. Between 100,000 and 500,000","Sprawl"
2027,"Boulogne-sur-Mer","France","FRA","Europe",50.7173,1.599921,0,0,1,0,0,0,0,0,"HIC","6. Lesser than 100,000","Sprawl"
2028,"Ani","Togo","TGO","Africa",7.763574,1.196127,1,0,0,1,0,0,0,0,"LIC","5. Between 100,000 and 500,000","Compact"
2029,"Ibiza","Spain","ESP","Europe",38.90628,1.422471,0,0,1,0,0,0,0,0,"HIC","6. Lesser than 100,000","Compact"
2030,"Tsvi","Togo","TGO","Africa",6.424756,1.210343,0,0,0,1,0,0,0,0,"LIC","6. Lesser than 100,000","Sprawl"
2031,"Libiri","Niger","NER","Africa",13.41189,1.223021,1,0,0,1,0,0,0,0,"LIC","5. Between 100,000 and 500,000","Sprawl"
2032,"Great Yarmouth","United Kingdom","GBR","Europe",52.5895,1.723449,0,0,1,0,0,0,0,0,"HIC","6. Lesser than 100,000","Sprawl"
2033,"Lowestoft","United Kingdom","GBR","Europe",52.47213,1.729431,0,0,1,0,0,0,0,0,"HIC","6. Lesser than 100,000","Sprawl"
2034,"Tanguieta","Benin","BEN","Africa",10.62224,1.270682,1,0,0,1,0,0,0,0,"LIC","6. Lesser than 100,000","Compact"
2035,"Mantes-la-Jolie","France","FRA","Europe",48.98296,1.741033,1,0,1,0,0,0,0,0,"HIC","6. Lesser than 100,000","Sprawl"
2036,"Ktao","Togo","TGO","Africa",9.658052,1.308587,1,0,0,1,0,0,0,0,"LIC","6. Lesser than 100,000","Sprawl"
2037,"Sougueur","Algeria","DZA","Africa",35.18134,1.495994,1,0,1,0,0,0,0,0,"UMIC","6. Lesser than 100,000","Compact"
2038,"Igualada","Spain","ESP","Europe",41.57987,1.626251,0,0,1,0,0,0,0,0,"HIC","6. Lesser than 100,000","Sprawl"
2039,"Lardjem","Algeria","DZA","Africa",35.73412,1.550115,1,0,1,0,0,0,0,0,"UMIC","6. Lesser than 100,000","Compact"
2040,"Calais","France","FRA","Europe",50.95329,1.874364,0,0,1,0,0,0,0,0,"HIC","6. Lesser than 100,000","Sprawl"
2041,"Natitingou","Benin","BEN","Africa",10.2953,1.379037,1,0,0,1,0,0,0,0,"LIC","6. Lesser than 100,000","Compact"
2042,"Tchamba","Togo","TGO","Africa",9.025333,1.420516,1,0,0,1,0,0,0,0,"LIC","6. Lesser than 100,000","Compact"
2043,"Vilanova i la Geltr","Spain","ESP","Europe",41.22696,1.721578,0,0,1,0,0,0,0,0,"HIC","6. Lesser than 100,000","Sprawl"
2044,"Tillabri","Niger","NER","Africa",14.20525,1.454441,1,0,0,1,0,0,0,0,"LIC","5. Between 100,000 and 500,000","Sprawl"
2045,"Orlans","France","FRA","Europe",47.90545,1.910542,1,0,1,0,0,0,0,0,"HIC","5. Between 100,000 and 500,000","Sprawl"
2046,"Paris","France","FRA","Europe",48.8399,2.32201,1,0,1,0,0,0,0,0,"HIC","2. Between 5 and 10 million","Compact"
2047,"Kantchari","Burkina Faso","BFA","Africa",12.48485,1.513875,1,0,0,1,0,0,0,0,"LIC","6. Lesser than 100,000","Sprawl"
2048,"Manresa","Spain","ESP","Europe",41.73312,1.828465,0,0,1,0,0,0,0,0,"HIC","6. Lesser than 100,000","Sprawl"
2049,"Anho","Togo","TGO","Africa",6.236276,1.623442,0,0,0,1,0,0,0,0,"LIC","6. Lesser than 100,000","Compact"
2050,"Tissemsilt","Algeria","DZA","Africa",35.60329,1.813238,1,0,1,0,0,0,0,0,"UMIC","6. Lesser than 100,000","Sprawl"
2051,"Barcelona","Spain","ESP","Europe",41.41557,2.171428,0,0,1,0,0,0,0,0,"HIC","3. Between 1 and 5 million","Compact"
2052,"Djougou","Benin","BEN","Africa",9.701822,1.666066,1,0,0,1,0,0,0,0,"LIC","5. Between 100,000 and 500,000","Sprawl"
2053,"Makalondi","Niger","NER","Africa",12.82978,1.684897,1,0,0,1,0,0,0,0,"LIC","6. Lesser than 100,000","Sprawl"
2054,"Dunkirk","France","FRA","Europe",51.03079,2.339679,0,0,1,0,0,0,0,0,"HIC","5. Between 100,000 and 500,000","Sprawl"
2055,"Ain Defla","Algeria","DZA","Africa",36.25499,1.951236,1,0,1,0,0,0,0,0,"UMIC","6. Lesser than 100,000","Sprawl"
2056,"Lokossa","Benin","BEN","Africa",6.642318,1.717479,1,0,0,1,0,0,0,0,"LIC","6. Lesser than 100,000","Sprawl"
2057,"Amiens","France","FRA","Europe",49.89755,2.301625,0,0,1,0,0,0,0,0,"HIC","5. Between 100,000 and 500,000","Sprawl"
2058,"Till","Niger","NER","Africa",13.37511,1.750633,1,0,0,1,0,0,0,0,"LIC","6. Lesser than 100,000","Sprawl"
2059,"Sirimbana","Niger","NER","Africa",13.12043,1.796831,1,0,0,1,0,0,0,0,"LIC","6. Lesser than 100,000","Sprawl"
2060,"Aflou","Algeria","DZA","Africa",34.11118,2.100122,1,0,1,0,0,0,0,0,"UMIC","5. Between 100,000 and 500,000","Compact"
2061,"Creil","France","FRA","Europe",49.26482,2.471644,1,0,1,0,0,0,0,0,"HIC","6. Lesser than 100,000","Compact"
2062,"Khemis Miliana","Algeria","DZA","Africa",36.25774,2.220221,1,0,1,0,0,0,0,0,"UMIC","6. Lesser than 100,000","Sprawl"
2063,"Savalou","Benin","BEN","Africa",7.934493,1.97804,1,0,0,1,0,0,0,0,"LIC","6. Lesser than 100,000","Sprawl"
2064,"Bohicon","Benin","BEN","Africa",7.17806,2.044932,1,0,0,1,0,0,0,0,"LIC","5. Between 100,000 and 500,000","Compact"
2065,"Melun","France","FRA","Europe",48.53213,2.651482,1,0,1,0,0,0,0,0,"HIC","6. Lesser than 100,000","Sprawl"
2066,"Matar","Spain","ESP","Europe",41.54635,2.450958,0,0,1,0,0,0,0,0,"HIC","5. Between 100,000 and 500,000","Compact"
2067,"Niamey","Niger","NER","Africa",13.52344,2.111581,1,0,0,1,0,0,0,0,"LIC","3. Between 1 and 5 million","Compact"
2068,"Ksar Chellala","Algeria","DZA","Africa",35.21627,2.314437,1,0,1,0,0,0,0,0,"UMIC","6. Lesser than 100,000","Compact"
2069,"Lens","France","FRA","Europe",50.42776,2.85221,1,0,1,0,0,0,0,0,"HIC","5. Between 100,000 and 500,000","Sprawl"
2070,"Whydah","Benin","BEN","Africa",6.36598,2.08355,0,0,0,1,0,0,0,0,"LIC","5. Between 100,000 and 500,000","Compact"
2071,"Lagny-sur-Marne","France","FRA","Europe",48.88298,2.733616,1,0,1,0,0,0,0,0,"HIC","6. Lesser than 100,000","Compact"
2072,"Arras","France","FRA","Europe",50.28836,2.770782,1,0,1,0,0,0,0,0,"HIC","6. Lesser than 100,000","Sprawl"
2073,"Tindji","Benin","BEN","Africa",7.221539,2.115681,1,0,0,1,0,0,0,0,"LIC","6. Lesser than 100,000","Sprawl"
2074,"Allada","Benin","BEN","Africa",6.662927,2.152957,1,0,0,1,0,0,0,0,"LIC","6. Lesser than 100,000","Sprawl"
2075,"Bredene","Belgium","BEL","Europe",51.22374,2.935165,0,0,1,0,0,0,0,0,"HIC","6. Lesser than 100,000","Sprawl"
2076,"Palma de Mallorca","Spain","ESP","Europe",39.56224,2.651523,0,0,1,0,0,0,0,0,"HIC","5. Between 100,000 and 500,000","Compact"
2077,"Dassa-Zoum","Benin","BEN","Africa",7.779869,2.195706,1,0,0,1,0,0,0,0,"LIC","6. Lesser than 100,000","Sprawl"
2078,"Cotonou","Benin","BEN","Africa",6.394259,2.384859,1,0,0,1,0,0,0,0,"LIC","3. Between 1 and 5 million","Compact"
2079,"Meaux","France","FRA","Europe",48.95704,2.903852,1,0,1,0,0,0,0,0,"HIC","6. Lesser than 100,000","Sprawl"
2080,"Lille","France","FRA","Europe",50.66253,3.111006,1,0,1,0,0,0,0,0,"HIC","4. Between 500,000 and 1 million","Sprawl"
2081,"Kollo","Niger","NER","Africa",13.33997,2.314687,1,0,0,1,0,0,0,0,"LIC","5. Between 100,000 and 500,000","Sprawl"
2082,"Douai","France","FRA","Europe",50.37879,3.109492,1,0,1,0,0,0,0,0,"HIC","6. Lesser than 100,000","Sprawl"
2083,"Girona","Spain","ESP","Europe",41.98227,2.809519,0,0,1,0,0,0,0,0,"HIC","5. Between 100,000 and 500,000","Compact"
2084,"Kolea ???????","Algeria","DZA","Africa",36.64049,2.725786,0,0,1,0,0,0,0,0,"UMIC","5. Between 100,000 and 500,000","Sprawl"
2085,"Say","Niger","NER","Africa",13.10545,2.364696,1,0,0,1,0,0,0,0,"LIC","6. Lesser than 100,000","Sprawl"
2086,"Perpignan","France","FRA","Europe",42.69657,2.89271,0,0,1,0,0,0,0,0,"HIC","5. Between 100,000 and 500,000","Compact"
2087,"Bruges","Belgium","BEL","Europe",51.20624,3.220558,0,0,1,0,0,0,0,0,"HIC","6. Lesser than 100,000","Sprawl"
2088,"Medea","Algeria","DZA","Africa",36.2673,2.757907,1,0,1,0,0,0,0,0,"UMIC","5. Between 100,000 and 500,000","Compact"
2089,"Blida","Algeria","DZA","Africa",36.49951,2.84001,0,0,1,0,0,0,0,0,"UMIC","4. Between 500,000 and 1 million","Sprawl"
2090,"Banikoara","Benin","BEN","Africa",11.30008,2.435556,1,0,0,1,0,0,0,0,"LIC","6. Lesser than 100,000","Compact"
2091,"Ouss","Benin","BEN","Africa",8.492867,2.423571,1,0,0,1,0,0,0,0,"LIC","6. Lesser than 100,000","Compact"
2092,"Ksar El Boukhari","Algeria","DZA","Africa",35.87925,2.752461,1,0,1,0,0,0,0,0,"UMIC","6. Lesser than 100,000","Sprawl"
2093,"Kortrijk","Belgium","BEL","Europe",50.84187,3.290175,1,0,1,0,0,0,0,0,"HIC","6. Lesser than 100,000","Sprawl"
2094,"Clermont-Ferrand","France","FRA","Europe",45.78484,3.10966,1,0,1,0,0,0,0,0,"HIC","5. Between 100,000 and 500,000","Sprawl"
2095,"Algiers","Algeria","DZA","Africa",36.72934,3.131149,0,0,1,0,0,0,0,0,"UMIC","3. Between 1 and 5 million","Compact"
2096,"Boufarik","Algeria","DZA","Africa",36.57541,2.908517,0,0,1,0,0,0,0,0,"UMIC","6. Lesser than 100,000","Compact"
2097,"Laghouat","Algeria","DZA","Africa",33.80061,2.863317,0,0,1,0,0,0,0,0,"UMIC","5. Between 100,000 and 500,000","Compact"
2098,"Berrouaghia","Algeria","DZA","Africa",36.13667,2.920858,1,0,1,0,0,0,0,0,"UMIC","6. Lesser than 100,000","Sprawl"
2099,"Ain Oussara","Algeria","DZA","Africa",35.44345,2.910311,1,0,1,0,0,0,0,0,"UMIC","5. Between 100,000 and 500,000","Sprawl"
2100,"Parakou","Benin","BEN","Africa",9.346729,2.620087,1,0,0,1,0,0,0,0,"LIC","5. Between 100,000 and 500,000","Compact"
2101,"Porto-Novo","Benin","BEN","Africa",6.508634,2.625053,1,0,1,0,0,0,0,0,"LIC","4. Between 500,000 and 1 million","Compact"
2102,"Ktou","Benin","BEN","Africa",7.362432,2.604498,1,0,0,1,0,0,0,0,"LIC","6. Lesser than 100,000","Sprawl"
2103,"N/A","Benin","BEN","Africa",6.902765,2.616916,1,0,0,1,0,0,0,0,"LIC","6. Lesser than 100,000","Compact"
2104,"Valenciennes","France","FRA","Europe",50.35666,3.509199,1,0,1,0,0,0,0,0,"HIC","5. Between 100,000 and 500,000","Sprawl"
2105,"El Menia","Algeria","DZA","Africa",30.57324,2.891339,0,0,0,1,0,0,1,0,"UMIC","6. Lesser than 100,000","Compact"
2106,"Bziers","France","FRA","Europe",43.34728,3.234503,0,0,1,0,0,0,0,0,"HIC","6. Lesser than 100,000","Sprawl"
2107,"Pob","Benin","BEN","Africa",6.974948,2.660265,1,0,0,1,0,0,0,0,"LIC","6. Lesser than 100,000","Compact"
2108,"Hassi Bahbah","Algeria","DZA","Africa",35.07586,3.03552,0,0,1,0,0,0,0,0,"UMIC","6. Lesser than 100,000","Sprawl"
2109,"Bougara","Algeria","DZA","Africa",36.5518,3.100458,0,0,1,0,0,0,0,0,"UMIC","6. Lesser than 100,000","Compact"
2110,"Idiroko","Nigeria","NGA","Africa",6.631912,2.744256,1,0,1,0,0,0,0,0,"LMIC","6. Lesser than 100,000","Compact"
2111,"Larbaa","Algeria","DZA","Africa",36.57372,3.1515,0,0,1,0,0,0,0,0,"UMIC","6. Lesser than 100,000","Compact"
2112,"Ghent","Belgium","BEL","Europe",51.08577,3.74825,1,0,1,0,0,0,0,0,"HIC","5. Between 100,000 and 500,000","Compact"
2113,"Meftah","Algeria","DZA","Africa",36.6462,3.243349,0,0,1,0,0,0,0,0,"UMIC","6. Lesser than 100,000","Compact"
2114,"Meko","Nigeria","NGA","Africa",7.449159,2.842416,1,0,0,1,0,0,0,0,"LMIC","6. Lesser than 100,000","Sprawl"
2115,"Birni N'Gaour","Niger","NER","Africa",13.08367,2.908806,1,0,0,1,0,0,0,0,"LIC","6. Lesser than 100,000","Sprawl"
2116,"Djelfa","Algeria","DZA","Africa",34.66762,3.258663,0,0,1,0,0,0,0,0,"UMIC","5. Between 100,000 and 500,000","Compact"
2117,"Khemis El Khechna","Algeria","DZA","Africa",36.64754,3.314635,0,0,1,0,0,0,0,0,"UMIC","6. Lesser than 100,000","Compact"
2118,"Badagry","Nigeria","NGA","Africa",6.432802,2.923216,1,0,0,1,0,0,0,0,"LMIC","6. Lesser than 100,000","Compact"
2119,"Mons","Belgium","BEL","Europe",50.43904,3.900515,1,0,1,0,0,0,0,0,"HIC","6. Lesser than 100,000","Sprawl"
2120,"Balyara","Niger","NER","Africa",13.78636,2.947263,1,0,0,1,0,0,0,0,"LIC","6. Lesser than 100,000","Sprawl"
2121,"Kandi","Benin","BEN","Africa",11.13013,2.935464,1,0,0,1,0,0,0,0,"LIC","5. Between 100,000 and 500,000","Compact"
2122,"Owode","Nigeria","NGA","Africa",6.700565,2.983639,1,0,1,0,0,0,0,0,"LMIC","6. Lesser than 100,000","Compact"
2123,"Rotterdam [The Hague]","Netherlands","NLD","Europe",51.91003,4.476587,1,0,1,0,0,0,0,0,"HIC","3. Between 1 and 5 million","Sprawl"
2124,"Ilaro","Nigeria","NGA","Africa",6.889617,3.013867,1,0,1,0,0,0,0,0,"LMIC","6. Lesser than 100,000","Compact"
2125,"Lagos","Nigeria","NGA","Africa",6.567182,3.297388,1,0,1,0,0,0,0,0,"LMIC","1. More than 10 million","Compact"
2126,"Aiyetoro","Nigeria","NGA","Africa",7.24182,3.032226,1,0,0,1,0,0,0,0,"LMIC","6. Lesser than 100,000","Compact"
2127,"Reims","France","FRA","Europe",49.25126,4.032512,1,0,1,0,0,0,0,0,"HIC","5. Between 100,000 and 500,000","Sprawl"
2128,"Messaad","Algeria","DZA","Africa",34.15965,3.500945,0,0,1,0,0,0,0,0,"UMIC","5. Between 100,000 and 500,000","Compact"
2129,"La Louvire","Belgium","BEL","Europe",50.478,4.210788,1,0,1,0,0,0,0,0,"HIC","6. Lesser than 100,000","Sprawl"
2130,"Montpellier","France","FRA","Europe",43.62036,3.87816,0,0,1,0,0,0,0,0,"HIC","5. Between 100,000 and 500,000","Compact"
2131,"Troyes","France","FRA","Europe",48.29514,4.069593,1,0,1,0,0,0,0,0,"HIC","5. Between 100,000 and 500,000","Sprawl"
2132,"Dosso","Niger","NER","Africa",13.04623,3.19795,1,0,0,1,0,0,0,0,"LIC","5. Between 100,000 and 500,000","Sprawl"
2133,"Antwerp","Belgium","BEL","Europe",51.21634,4.396139,1,0,1,0,0,0,0,0,"HIC","4. Between 500,000 and 1 million","Sprawl"
2134,"Nikki","Benin","BEN","Africa",9.932144,3.207674,1,0,0,1,0,0,0,0,"LIC","6. Lesser than 100,000","Compact"
2135,"Brussels","Belgium","BEL","Europe",50.84996,4.370281,1,0,1,0,0,0,0,0,"HIC","3. Between 1 and 5 million","Compact"
2136,"Aiyete","Nigeria","NGA","Africa",7.548109,3.22429,0,0,0,1,0,0,0,0,"LMIC","6. Lesser than 100,000","Sprawl"
2137,"Bordj Menaiel","Algeria","DZA","Africa",36.73688,3.719457,0,0,1,0,0,0,0,0,"UMIC","6. Lesser than 100,000","Compact"
2138,"Leiden","Netherlands","NLD","Europe",52.18513,4.484154,1,0,1,0,0,0,0,0,"HIC","5. Between 100,000 and 500,000","Sprawl"
