id,city,country,income_group,cen_lat,cen_lon,ave_pop_growth,ave_built_up_pc_growth,ave_temp_change,ave_built_quality_1_change,ave_built_quality_2_change,n_ave_pop_growth,n_ave_built_up_pc_growth,n_ave_built_quality_1_change,n_ave_built_quality_2_change,n_ave_temp_change,imp_pop_1,imp_pop_2
10879,"???","China","4. HIC",39.72521,117.2939,1.028893,.9853576,.1978283,.9814467,.9863606,1.097942,-1.11103,-.6385072,.2868676,-.6181978,.2035442,52802.35
10880,"Da'an","China","3. UMIC",45.49707,124.2893,1.000641,1.007249,-.1082166,1.071435,.9921674,-.9475534,.0349322,1.368977,.6915559,-1.514092,-.108286,-14522.85
10881,"Huaxi","China","2. LMIC",26.42708,106.6653,1.013839,1.002985,.0137577,,.9834144,.0079681,-.1882513,,.081541,-1.157033,.0139481,1971.261
10882,"Tanjung Balai","Indonesia","3. UMIC",2.952301,99.76665,1.009157,.9996381,.5929117,.9912262,.9912851,-.3310288,-.3634644,-.4203439,.6300688,.5383412,.5983408,130258.6
10883,"Gunung Tua","Indonesia","3. UMIC",1.513137,99.63121,1.008453,1.012359,.5910168,.995084,.9795126,-.3820118,.3024541,-.3342831,-.1903863,.5327941,.5960124,42558.72
10884,"Pingquan","China","3. UMIC",41.00751,118.6924,1.000527,1.020842,.1446406,.9680803,.9790676,-.9558305,.7465245,-.9366906,-.2213957,-.7738958,.1447168,12990.99
10885,"Bo'ai","China","3. UMIC",35.18526,113.0387,1.007257,1.000804,.8136175,.9772512,.9919977,-.4685972,-.3024079,-.732102,.6797253,1.18442,.8195216,201524.3
10886,"Meitan","China","2. LMIC",27.76182,107.4681,.9915811,1.020503,.1283455,1.020407,.9882288,-1.603526,.7287829,.2306248,.4170656,-.8215969,.127265,10457.24
10887,"Shengzhou","China","3. UMIC",38.00756,115.5309,1.005174,1.010766,.3148479,.996914,.984256,-.6193882,.2190816,-.2934592,.1401951,-.2756428,.3164769,21052.82
10888,"Nong Khai","Thailand","2. LMIC",17.87753,102.7427,.9925548,1.030347,.4928861,1.052214,.9778273,-1.533028,1.244088,.9401819,-.3078398,.2455333,.4892164,27369.36
10889,"Yongnian","China","3. UMIC",36.81479,114.5084,1.008402,.9998021,.5339592,.9599215,.9918649,-.3857058,-.3548807,-1.1187,.6704703,.3657677,.5384452,190729.7
10890,"Maojian","China","3. UMIC",32.60875,110.841,.9998152,1.028186,.7314727,1.104999,.9727666,-1.007366,1.130974,2.117744,-.6605287,.9439549,.7313375,53512.07
10891,"Guiyang Nanming District","China","2. LMIC",26.55291,106.7839,1.011482,1.032176,-.0227327,1.028227,.9578291,-.1626653,1.33986,.4050815,-1.701555,-1.263852,-.0229938,-1929.876
10892,"Qinggang","China","3. UMIC",46.69432,126.0871,1.007053,1.003201,-.1801118,1.006802,.9898275,-.483313,-.1769436,-.0728747,.5284834,-1.724553,-.1813822,-12822.6
10893,"Qinyang","China","3. UMIC",35.09143,112.9298,1.008438,1.004331,.8427606,.9755907,.9873554,-.3830302,-.1177717,-.7691455,.3561933,1.269731,.8498722,84345.26
10894,"Rayong","Thailand","4. HIC",12.67976,101.2571,1.04841,.9713736,.3986564,1.068106,.9819344,2.510981,-1.843072,1.294714,-.0216021,-.030308,.4179554,55183.18
10895,"Song","China","2. LMIC",34.14215,112.085,.9984381,1.032073,.8623798,,.9704396,-1.107074,1.334456,,-.8226997,1.327163,.8610328,70594.79
10896,"Shengfang","China","3. UMIC",39.08482,116.7166,1.010749,1.043455,.2589407,.8949555,.9481631,-.2157369,1.930276,-2.567983,-2.375197,-.4393017,.2617241,33964.44
10897,"Mengzhou","China","3. UMIC",34.90731,112.7819,1.004494,1.010163,.8524425,.9807824,.9855109,-.6686276,.18748,-.6533265,.2276486,1.298073,.8562732,104406.5
10898,"Zuogezhuang","China","3. UMIC",39.00861,116.6417,1.019406,1.037618,.2589407,,.9453995,.4110411,1.624724,,-2.567796,-.4393017,.2639657,17183.42
10899,"Linzhou","China","3. UMIC",36.06818,113.8192,.9999139,1.014235,.7270129,.9417067,.9860493,-1.000219,.400685,-1.525041,.2651714,.9308994,.7269503,112738.9
10900,"Xixia","China","3. UMIC",33.32027,111.4857,1.007159,1.006181,.7760782,1.000044,.986792,-.4756573,-.0209261,-.2236338,.3169299,1.07453,.7816343,85469.48
10901,"???","China","4. HIC",39.37423,117.0687,1.027865,1.001718,.2251797,.8916045,.9712219,1.023466,-.2545748,-2.642736,-.768183,-.5381314,.2314543,47913
10902,"Hejian","China","3. UMIC",38.44071,116.0943,1.005462,1.019002,.2714696,.9382392,.9760207,-.5985013,.6502281,-1.602396,-.4337426,-.4026255,.2729525,28012.79
10903,"Fengfeng","China","3. UMIC",36.43925,114.2051,1.00859,.9934005,.6873896,,.9980702,-.3720862,-.6899929,,1.102936,.8149091,.693294,169144.6
10904,"???","China","2. LMIC",27.96612,107.7182,.9887812,1.029784,.1144073,1.008585,.9820957,-1.806249,1.214621,-.0330906,-.0103656,-.8623985,.1131238,6723.664
10905,"Zunhua","China","3. UMIC",40.18888,117.9641,1.008273,1.011911,.2016025,.9706938,.9801214,-.3950358,.2789837,-.8783881,-.1479535,-.6071496,.2032702,32742.08
10906,"Yichuan","China","3. UMIC",34.40779,112.4136,1.003044,1.024337,.8623798,.9487653,.973278,-.7735625,.9294946,-1.367576,-.6248834,1.327163,.8650053,132636.2
10907,"Rantau Prapat","Indonesia","3. UMIC",2.084205,99.84036,1.015488,1.004579,.5910802,.9792169,.9802599,.1273425,-.1048103,-.6882519,-.1383038,.5329797,.6002346,104216.5
10908,"Yanshi","China","3. UMIC",34.72744,112.7669,1.003048,1.000391,.8524425,.9648341,.9965714,-.7733036,-.3240435,-1.009108,.9984804,1.298073,.8550408,126776.4
10909,"Qianjiang","China","3. UMIC",29.53095,108.7791,.9856371,1.031394,.3706617,.9809999,.9836904,-2.033881,1.298904,-.6484745,.1007739,-.1122575,.365338,38753.08
10910,"Jiaozuo","China","3. UMIC",35.24626,113.246,1.007407,.9993824,.8136175,1.067169,.993261,-.4577223,-.3768502,1.273814,.7677729,1.18442,.8196438,594922.4
10911,"Suiling","China","3. UMIC",47.24598,127.0997,1.005999,1.000663,-.2286775,.9976094,.9933784,-.5596622,-.3098215,-.2779445,.7759521,-1.866721,-.2300493,-26998.11
10912,"Handan","China","3. UMIC",36.59984,114.4875,1.009222,1.000754,.5858822,.9803955,.9901148,-.3262732,-.3050226,-.6619588,.5485055,.5177635,.5912854,666732.3
10913,"Wushan","China","3. UMIC",31.08134,109.8717,.9938354,,.5471063,,,-1.440315,,,,.4042536,.5437336,48649.18
10914,"Wangkui","China","2. LMIC",46.83072,126.4802,1.005992,.9976592,-.1801118,1.009118,.9963759,-.5601541,-.4670559,-.021198,.9848554,-1.724553,-.1811911,-15802.65
10915,"Simpang Ampek","Indonesia","2. LMIC",.0700223,99.82059,1.018121,1.018033,.6178384,.9648037,.9648037,.3179739,.5994807,-1.009786,-1.215478,.6113098,.629034,53653.19
10916,"Udon Thani","Thailand","2. LMIC",17.40547,102.7945,.980149,1.038031,.4580359,,.9828736,-2.431227,1.646341,,.043852,.1435155,.4489435,68697.67
10917,"Yutian","China","3. UMIC",39.88349,117.7448,1.006873,1.005926,.1750495,1.007522,.987323,-.4963975,-.0342807,-.0568015,.3539377,-.6848787,.1762526,23111.94
10918,"Yn Minh","Vietnam","2. LMIC",23.12029,105.1403,1.007287,1.007802,.3737531,.9850805,.9850805,-.4664309,.0639066,-.5574433,.1976569,-.1032082,.3764764,21452.44
10919,"??","China","4. HIC",39.26336,117.0838,1.028138,.9939435,.2251797,.9718191,.978559,1.043222,-.6615708,-.8532837,-.2568415,-.5381314,.2315157,30838.25
10920,"Xichuan","China","3. UMIC",33.12758,111.4913,1.002567,1.007816,.7760782,,.9897037,-.8081466,.0646617,,.5198556,1.07453,.7780703,85519.74
10921,"Nakhon Ratchasima","Thailand","3. UMIC",14.96716,102.0885,.9844103,1.026099,.4312143,1.043127,.9899988,-2.122702,1.021716,.7374775,.5404219,.0649998,.4244919,68812.79
10922,"Tianjin","China","4. HIC",39.11942,117.2132,1.028037,.9785033,.2251797,.9512782,.994097,1.035964,-1.469843,-1.311518,.8260324,-.5381314,.2314931,1495684
10923,"Anyang","China","3. UMIC",36.1104,114.283,1.00055,1.006028,.6873896,.9600059,.9934608,-.9541388,-.0289389,-1.116817,.781697,.8149091,.6877679,739812.9
10924,"Huiguo","China","3. UMIC",34.6814,112.8711,1.021191,.9873917,.8524425,.9640396,.9917529,.5402893,-1.004549,-1.026832,.662665,1.298073,.8705068,156976.6
10925,"Huaguanying","China","3. UMIC",36.47704,114.4448,1.006862,1.004006,.6873896,.99618,.9892216,-.4971742,-.1347894,-.3098329,.4862583,.8149091,.6921064,56700.15
10926,"Tongliao","China","3. UMIC",43.61468,122.2446,1.004259,1.015435,-.0330228,.9506283,.980624,-.6856565,.4634577,-1.326015,-.1129313,-1.293975,-.0331634,-17404.63
10927,"Enshi","China","3. UMIC",30.29661,109.475,.9857969,1.033175,.4044752,.9560412,.9818355,-2.022316,1.392143,-1.205263,-.0284977,-.0132744,.3987304,102485.1
10928,"Xitao","China","3. UMIC",35.05054,113.2191,1.006832,1.026192,.8136175,1.008839,.967864,-.4993061,1.026577,-.0274209,-1.002201,1.18442,.8191765,114616
10929,"Fangxian","China","3. UMIC",32.0594,110.7409,.9938977,1.017522,.6624315,,.9888141,-1.435805,.5727217,,.4578576,.7418484,.6583891,43391.69
10930,"Dejiang","China","2. LMIC",28.26451,108.1137,.9919,1.028079,.2066727,.9558401,.980631,-1.580438,1.125382,-1.20975,-.1124412,-.5923074,.2049986,14131.64
10931,"Yn Th?","Vietnam","1. LIC",22.11271,104.7705,1.001237,1.016812,.4445915,.9822515,.9822515,-.9044505,.5355536,-.6205539,.0004928,.1041593,.4451413,29099.27
10932,"Wen","China","3. UMIC",34.91323,113.0822,1.004584,1.013861,.8217511,,.9818279,-.6620941,.3810775,,-.0290253,1.208229,.8255181,77668.62
10933,"M?u A","Vietnam","1. LIC",21.87962,104.6848,.992976,1.019197,.4614868,1.011949,.9881048,-1.502535,.6604313,.0419379,.4084253,.1536174,.4582453,23617.1
10934,"Hat Yai","Thailand","3. UMIC",7.003201,100.4682,1.013443,1.000462,.33496,1.008079,.98628,-.0207038,-.3203429,-.044377,.2812515,-.2167683,.3394628,99748.31
10935,"Hengshui","China","3. UMIC",37.73159,115.6899,1.005677,1.012401,.3334327,1.001546,.982176,-.5830002,.3046382,-.1901311,-.0047661,-.2212392,.3353254,116294
10936,"Ci","China","3. UMIC",36.35558,114.3755,1.008556,1.002187,.6873896,.9963464,.9893532,-.3745287,-.2300499,-.3061218,.4954302,.8149091,.6932709,90065.47
10937,"Jinghai","China","4. HIC",38.93412,116.9072,1.027122,.980675,.2481537,.977931,.9927792,.9697126,-1.356158,-.7169384,.7341922,-.4708789,.2548842,47160.18
10938,"Jize","China","3. UMIC",36.91008,114.8726,1.011984,1.019131,.5339592,.9488721,.9696091,-.1263636,.6569491,-1.365193,-.880577,.3657677,.5403578,32906.02
10939,"Jianshi","China","3. UMIC",30.60209,109.713,.9783638,1.036354,.4490516,.9794099,.9862605,-2.56048,1.558551,-.6839463,.279889,.1172154,.4393359,31860.38
10940,"George Town","Malaysia","4. HIC",5.372127,100.2898,1.01941,.984261,.5246296,1.005158,.9969025,.411326,-1.168433,-.1095552,1.021551,.338457,.5348127,374820
10941,"Gongyi","China","3. UMIC",34.74591,112.9858,1.025558,.9803711,.8524425,,.9946022,.8564316,-1.372068,,.8612415,1.298073,.874229,213866.4
10942,"Lingyuan","China","4. HIC",41.23697,119.3941,.9945598,1.017846,.1294817,.9574943,.9878405,-1.387865,.5897207,-1.172846,.3900025,-.8182709,.1287773,22829.81
10943,"Alor Setar","Malaysia","3. UMIC",6.123294,100.3673,1.011111,1.001255,.4059815,.9774612,.9877712,-.189542,-.2788002,-.7274189,.3851714,-.0088648,.4104924,82520.52
10944,"Ruyang","China","3. UMIC",34.1491,112.4726,1.001393,1.017912,.8623798,,.9810363,-.8931181,.5931529,,-.0841942,1.327163,.8635812,48962.3
10945,"???","China","2. LMIC",27.07267,107.4705,.9870086,1.042176,.056879,.9732363,.9721608,-1.934582,1.863328,-.8216679,-.7027454,-1.030803,.0561401,4297.353
10946,"Nagari Lansek Kadok","Indonesia","1. LIC",.5283186,100.0289,1.012436,.9916968,.6200929,.9959863,.9959863,-.0935834,-.7791783,-.3141544,.957705,.6179094,.6278045,35034.28
10947,"Jianping","China","3. UMIC",41.39473,119.6491,.9910568,1.029399,.1147791,1.017002,.980207,-1.641489,1.19447,.1546735,-.1419925,-.8613101,.1137526,10924.33
10948,"Jizhou","China","3. UMIC",37.53962,115.5676,1.006394,1.023452,.3334327,.9554338,.9708775,-.5310248,.8831467,-1.218811,-.7921847,-.2212392,.3355648,23070.88
10949,"Xianfeng","China","3. UMIC",29.68493,109.1531,.9817082,1.054479,.3731625,.966005,.9660053,-2.318339,2.507399,-.982986,-1.131734,-.1049369,.3663367,23905.31
10950,"Funing","China","3. UMIC",23.62828,105.6264,1.003887,1.006311,.265871,1.059015,.9898806,-.7125332,-.0141552,1.091917,.5321846,-.4190143,.2669046,16258.17
10951,"Mo V?c","Vietnam","2. LMIC",23.16594,105.407,1.017997,1.014766,.3737531,,.9680275,.3089977,.4284737,,-.9908068,-.1032082,.3804794,25427.95
10952,"Songkhla","Thailand","3. UMIC",7.165112,100.5968,1.015111,.9954287,.3249197,1.025072,.9897103,.1000429,-.5838179,.3346882,.5203167,-.2461595,.3298294,52760.51
10953,"Wuzhi","China","3. UMIC",35.11758,113.4364,1.006454,1.015486,.8136175,.969775,.9784353,-.526692,.4661411,-.8988838,-.2654652,1.18442,.8188688,105172.5
10954,"Qianxi","China","3. UMIC",40.13726,118.2977,1.006922,1.009728,.195261,1.023364,.9835576,-.4928588,.1647523,.2965902,.091523,-.6257131,.1966125,14580.04
10955,"Heshan","China","3. UMIC",35.95747,114.1491,1.010033,.9996958,.724684,,.9903676,-.2675656,-.360441,,.5661225,.924082,.7319549,68057.46
10956,"Bukit Mertajam","Malaysia","4. HIC",5.357455,100.4364,1.019736,.9852434,.5246296,.9720092,.9953338,.4349229,-1.117005,-.8490421,.9122273,.338457,.5349836,270886.6
10957,"Pariaman","Indonesia","3. UMIC",-.6264148,100.1371,1.005155,1.004419,.6281061,.9966916,.9904941,-.6207519,-.1131787,-.2984189,.5749414,.6413668,.6313441,32705.86
10958,"Zhaozhou","China","3. UMIC",45.69989,125.2624,1.009351,.9968017,-.1205567,1.019779,.9939147,-.3169691,-.5119466,.2166312,.8133254,-1.550215,-.121684,-8897.479
10959,"Quzhou","China","3. UMIC",36.76021,114.9487,1.006805,1.008002,.5339592,.9602814,.9853562,-.5013171,.0743905,-1.11067,.2168649,.3657677,.5375926,30090.53
10960,"Huixian","China","3. UMIC",35.44056,113.8027,1.005206,1.000501,.7661514,1.039786,.9943232,-.6170751,-.3183023,.6629516,.8417967,1.045471,.7701399,180422.9
10961,"Linzhang","China","3. UMIC",36.34252,114.5864,1.008566,1.011592,.5815041,.9547648,.9801449,-.3738124,.2623217,-1.233736,-.1463168,.5049474,.5864851,54822.86
10962,"Shancheng","China","3. UMIC",35.88943,114.1729,1.01092,.9978613,.724684,,.991318,-.2033602,-.4564753,,.6323576,.924082,.7325976,136684.2
10963,"Huojia","China","3. UMIC",35.26368,113.6425,1.007597,1.012201,.7661514,.9806238,.9804971,-.4439818,.2942104,-.6568661,-.121771,1.045471,.7719716,60113.48
10964,"Sungai Petani","Malaysia","3. UMIC",5.648611,100.502,1.020713,1.001853,.4434981,.9749644,.9778952,.5056362,-.2474919,-.7831178,-.3031043,.1009586,.4526841,119379.2
10965,"Cheng'an","China","3. UMIC",36.44197,114.6902,1.008072,1.015929,.5815041,.9631693,.976439,-.4095444,.4893306,-1.046247,-.40459,.5049474,.5861982,32416.32
10966,"Mihe","China","3. UMIC",34.71667,113.2013,1.019571,.9912056,.8217511,,.9895067,.4229864,-.8048952,,.5061267,1.208229,.8378336,61125.07
10967,"Ph Yn","Vietnam","2. LMIC",21.26222,104.6447,1.009186,1.006205,.4261618,.9847874,.9847874,-.3289229,-.019703,-.5639826,.1772277,.0502093,.4300764,25268.13
10968,"Khon Kaen","Thailand","3. UMIC",16.44715,102.8304,.9931505,1.025864,.4317913,1.03674,.9815113,-1.489904,1.00941,.5950023,-.0510912,.0666888,.4288338,66520.5
10969,"Youyang","China","3. UMIC",28.85166,108.7682,.9775783,1.04749,.2530029,.9839469,.9765596,-2.617349,2.141496,-.5827338,-.3961865,-.4566837,.2473301,13140.03
10970,"N/A","China","3. UMIC",38.83483,117.0602,1.024672,1.003881,.2212298,.9920478,.97215,.7922693,-.1413731,-.4020143,-.7035015,-.5496939,.2266879,14625.67
10971,"Neixiang","China","3. UMIC",33.06871,111.8378,1.006384,1.003592,.7952681,.9760288,.9900995,-.531767,-.1564625,-.7593724,.5474421,1.130705,.8003452,57861.71
10972,"Yn Bi","Vietnam","2. LMIC",21.71079,104.8868,1.010477,1.003676,.4614868,1.115239,.986007,-.23545,-.1520754,2.346175,.2622263,.1536174,.4663217,47140.25
10973,"Zaoqiang","China","3. UMIC",37.51152,115.7262,1.011503,1.019716,.3334327,.998749,.9695132,-.1611808,.6875897,-.2525224,-.8872607,-.2212392,.337268,17217.95
10974,"Xingyang","China","3. UMIC",34.79433,113.3452,1.025548,.9909616,.8217511,1.079282,.9839826,.8556893,-.8176694,1.544037,.1211408,1.208229,.8427448,301581.6
10975,"Fengrun","China","3. UMIC",39.83115,118.154,1.007507,1.003047,.1578922,1.026035,.9895335,-.4504464,-.1850125,.3561918,.5079919,-.7351038,.1590776,45574.05
10976,"Dengfeng","China","3. UMIC",34.46436,113.0164,1.017928,1.014784,.761266,,.9680749,.3040608,.4294285,,-.9875002,1.03117,.7749143,92756.31
10977,"Qing","China","3. UMIC",38.58193,116.8372,1.001568,1.010065,.2481537,.9981945,.9884852,-.8804566,.1823815,-.2648924,.4349318,-.4708789,.2485428,19948.66
10978,"Badong","China","3. UMIC",31.04946,110.3554,.9867219,1.055749,.5389786,1.042823,.9599411,-1.955344,2.573866,.7306935,-1.554364,.3804612,.531822,28453.99
10979,"Sinan","China","2. LMIC",27.94222,108.2485,.9817103,1.037539,.1314616,,.9817756,-2.318188,1.6206,,-.0326725,-.8124749,.1290572,6897.08
10980,"Danjiangkou","China","3. UMIC",32.55195,111.5039,.9983319,1.016105,.7324772,,.985795,-1.11476,.4985415,,.2474464,.9468952,.7312554,113915.5
10981,"Fuquan","China","2. LMIC",26.69944,107.5063,.9867072,1.03163,.0032322,.9999997,.9823988,-1.95641,1.31126,-.2246217,.0107615,-1.187844,.0031893,167.6543
10982,"Kulim","Malaysia","3. UMIC",5.392115,100.5518,1.034538,.9817643,.4933391,.9746362,.9845692,1.506634,-1.299136,-.7904391,.16202,.2468593,.5103781,92489.17
10983,"Pasir Pengaraian","Indonesia","3. UMIC",.87406,100.2974,,.9872165,.6200929,.956888,.956888,,-1.013719,-1.186373,-1.767143,.6179094,,40830.95
10984,"Zhaodong","China","3. UMIC",46.06445,125.9768,1.005696,1.005425,-.1365615,.9991509,.9889708,-.5815761,-.0605218,-.2435577,.4687784,-1.597067,-.1373394,-37155.67
10985,"Tangyin","China","3. UMIC",35.92165,114.3612,1.000441,1.015284,.724684,.9288312,.9845123,-.9620706,.4555697,-1.812273,.158053,.924082,.7250035,68185.3
10986,"Fengquan","China","3. UMIC",35.38997,113.8967,1.005339,.9992951,.7661514,1.035182,.9953915,-.6074689,-.3814214,.5602365,.9162525,1.045471,.7702416,87669.91
10987,"Ruzhou","China","3. UMIC",34.16543,112.8431,1.001403,1.013894,.8145196,.938861,.9849141,-.8923931,.3828248,-1.588525,.1860591,1.18706,.8156626,155071
10988,"Padang","Indonesia","3. UMIC",-.9128775,100.3867,1.01336,.9924738,.6281061,1.004101,.9942994,-.0267023,-.738503,-.1331278,.8401393,.6413668,.6364976,591016
10989,"Lanxi","China","3. UMIC",46.25808,126.2855,1.004556,1.003821,-.1260645,,.991675,-.6641051,-.1444808,,.6572399,-1.566338,-.1266389,-10399.01
10990,"Xinxiang","China","3. UMIC",35.3039,113.8867,1.006129,1.003611,.7661514,.9482262,.9903324,-.55022,-.1555077,-1.379603,.5636675,1.045471,.7708474,640238.2
10991,"Tangshan","China","3. UMIC",39.63879,118.2042,1.007376,1.002168,.1578922,.9905308,.9905308,-.459949,-.2310483,-.435856,.5775003,-.7351038,.1590569,249204.4
10992,"Hebi","China","3. UMIC",35.74545,114.2735,1.013848,1.024567,.724684,.9210149,.9626912,.0086068,.9415199,-1.98664,-1.362699,.924082,.7347192,156021.2
10993,"???","China","4. HIC",38.99051,117.4119,1.028003,.9759851,.2212298,.990357,.996695,1.033504,-1.60167,-.4397333,1.007092,-.5496939,.227425,56992.71
10994,"Bagan Batu","Indonesia","4. HIC",1.70053,100.4037,1.021987,1.005157,.6055946,.9734651,.9734651,.5979267,-.0745316,-.8165646,-.6118482,.5754683,.61891,31328.62
10995,"Bukittinggi","Indonesia","2. LMIC",-.3152073,100.3931,1.006026,.9992175,.6198249,.9941713,.9947886,-.557703,-.3854839,-.3546431,.8742309,.6171249,.6235599,188696
10996,"Songyuan","China","3. UMIC",45.13836,124.8269,1.005652,1.014056,-.0996264,.9555355,.9805971,-.5847954,.3912806,-1.216543,-.1148048,-1.488946,-.1001895,-48572.84
10997,"Xinxiang","China","3. UMIC",35.18782,113.7879,1.005922,1.018434,.7661514,.9499642,.9761192,-.5652205,.6204674,-1.340831,-.4268802,1.045471,.7706887,54136.17
10998,"Harqin","China","3. UMIC",41.128,119.7523,.9938725,1.021555,.1147791,.9892935,.9849353,-1.43763,.7838424,-.4634601,.1875337,-.8613101,.1140758,9027.267
10999,"Laifeng","China","3. UMIC",29.50597,109.411,.9846045,1.024669,.3731625,.9603572,.9911848,-2.108642,.9468679,-1.108979,.6230735,-.1049369,.3674175,25368.6
11000,"V?nh L?c","Vietnam","2. LMIC",22.14393,105.2713,.9969258,,.3839693,.9229499,,-1.216562,,-1.943475,,-.0733019,.3827889,20782.36
11001,"Binhaixi","China","4. HIC",39.08498,117.547,1.044023,.9929195,.1980107,.907817,.9646637,2.193337,-.7151731,-2.281063,-1.225232,-.6176639,.2067277,11428.29
11002,"???","China","4. HIC",39.32484,117.8098,1.027734,.9941905,.1980107,.9341323,.9786999,1.014015,-.6486375,-1.694014,-.2470257,-.6176639,.2035024,17786.44
11003,"Longshan","China","3. UMIC",29.46157,109.4319,1.002555,1.014472,.2909875,.9685489,.9832218,-.8089752,.4130785,-.9262366,.0681195,-.3454902,.2917311,31991.02
11004,"Suihua","China","3. UMIC",46.64111,126.9898,1.00579,1.001751,-.1906591,.9807989,.9925049,-.5747663,-.25284,-.6529595,.7150757,-1.755428,-.1917631,-47298.08
11005,"Qixian","China","3. UMIC",35.60524,114.196,1.009535,.9980684,.724684,.9828182,.9924726,-.3036688,-.4456356,-.6079126,.7128242,.924082,.7315935,37862.5
11006,"Botou","China","3. UMIC",38.06381,116.5777,1.00758,1.005127,.2523375,.9747292,.9874142,-.4451729,-.0761167,-.7883635,.3602974,-.4586316,.2542502,45856.78
11007,"Cangzhou","China","3. UMIC",38.30051,116.8493,1.007325,1.005309,.2523375,.9750674,.9874861,-.463669,-.0666,-.7808201,.3653029,-.4586316,.2541857,141551.8
11008,"Wei","China","3. UMIC",36.35584,114.9234,1.009917,1.004064,.5815041,.9738382,.9861727,-.2759894,-.1317752,-.8082421,.2737702,.5049474,.5872708,83183.97
11009,"Zhengzhou","China","3. UMIC",34.76224,113.6596,1.026955,.9899939,.7788744,.9054914,.9835947,.9575861,-.8683263,-2.332943,.0941026,1.082715,.7998689,3402622
11010,"??","China","4. HIC",39.13339,117.7063,1.027703,1.018284,.1980107,,.9568689,1.011771,.6126107,,-1.768472,-.6176639,.2034962,93588.27
11011,"Binhai","China","4. HIC",39.01162,117.6593,1.027342,.9847938,.1980107,1.034802,.9978409,.9856366,-1.140541,.5517584,1.086952,-.6176639,.2034248,196175.2
11012,"Nanzhao","China","3. UMIC",33.48322,112.4312,1.004162,1.008625,.7456048,,.9873393,-.6926562,.1070031,,.3550717,.985324,.748708,55824.27
11013,"Tuyn Quang","Vietnam","2. LMIC",21.81233,105.202,1.003675,1.03001,.3845682,1.105029,.9673088,-.7278876,1.226484,2.118417,-1.040891,-.0715487,.3859816,43923.68
11014,"Weihui","China","3. UMIC",35.40326,114.0738,1.006571,1.00264,.7434742,1.066846,.9908556,-.5182164,-.2063049,1.2666,.6001311,.9790872,.7483599,69865.47
11015,"Xinmi","China","3. UMIC",34.52296,113.3626,1.02487,.9974841,.8217511,,.9781944,.8066484,-.47622,,-.2822555,1.208229,.8421882,228081.9
11016,"Daye","China","3. UMIC",34.44569,113.27,1.008808,1.024074,.761266,1.101568,.9679664,-.3562829,.9157094,2.041191,-.9950604,1.03117,.7679712,44792.23
11017,"Duyun","China","2. LMIC",26.26635,107.5106,.9888427,1.015294,-.0082636,1.040031,.9960496,-1.801795,.4561002,.6684113,.9621165,-1.221496,-.0081714,-1607.794
11018,"???","China","4. HIC",39.24342,117.8007,1.027519,.9841175,.1980107,.9958153,.993281,.9984276,-1.175946,-.3179679,.7691645,-.6176639,.2034597,36797
11019,"Taiping","Malaysia","4. HIC",4.857637,100.7288,1.014198,.9970852,.5264549,1.006905,.988883,.0339818,-.4971068,-.0705717,.4626554,.3438004,.5339296,104247.5
11020,"Sitiawan","Malaysia","4. HIC",4.20267,100.6802,1.012668,.9939935,.5597897,.9941753,.9934572,-.0767703,-.6589498,-.3545554,.7814437,.4413821,.5668814,35468.84
11021,"Chaoyang","China","3. UMIC",41.57487,120.4284,.9949906,1.024488,.0808882,.9522889,.9810117,-1.356677,.9373949,-1.288971,-.0859098,-.9605201,.080483,38378.2
11022,"???","China","4. HIC",38.83144,117.473,1.031162,.9790894,.2212298,1.003375,.9985883,1.262215,-1.439162,-.1493233,1.139038,-.5496939,.2281238,89305.47
11023,"Qinghe","China","3. UMIC",37.06339,115.6646,1.013389,1.03486,.3684103,.999147,.9535469,-.0245877,1.480364,-.2436441,-1.999989,-.1188481,.3733431,42908.67
11024,"Ujung Batu","Indonesia","4. HIC",.711145,100.528,1.033597,.9872165,.6157207,.9800236,.9800236,1.438458,-1.013719,-.670256,-.1547743,.6051108,.6364069,49837.82
11025,"Jing","China","3. UMIC",37.68736,116.2586,1.007217,1.021521,.2858307,.9588103,.9719185,-.47148,.7820576,-1.143488,-.7196314,-.3605857,.2878935,14465.59
11026,"Gucheng","China","3. UMIC",37.35683,115.9601,1.009894,1.020913,.3684103,.9376245,.9699194,-.2776811,.7502563,-1.616108,-.8589556,-.1188481,.3720552,28080.39
11027,"Beipiao","China","3. UMIC",41.81248,120.7411,.9943665,1.008542,.038383,1.046849,.9971479,-1.401864,.1026348,.8205107,1.038658,-1.084947,.0381668,4702.953
11028,"Wangnianzhuang","China","3. UMIC",39.76638,118.4108,1.006243,.996356,.1578922,,.9974307,-.5420119,-.5352765,,1.058364,-.7351038,.1588779,10431.7
11029,"Gucheng","China","3. UMIC",32.27638,111.6263,.996806,1.012126,.6381681,1.000342,.9911849,-1.225241,.2902727,-.2169827,.6230818,.6708215,.6361297,89385.12
11030,"Qian'an","China","3. UMIC",39.99871,118.7071,1.006928,.9982492,.1450451,.9693527,.9948615,-.4924013,-.4361688,-.9083046,.8793112,-.7727117,.1460499,25079.89
11031,"Laohekou","China","3. UMIC",32.38847,111.6778,.9944091,1.006917,.6381681,1.060835,.9987142,-1.398774,.0175775,1.132515,1.147816,.6708215,.6346002,62631.26
