id,city,country,income_group,cen_lat,cen_lon,ave_pop_growth,ave_built_up_pc_growth,ave_temp_change,ave_built_quality_1_change,ave_built_quality_2_change,n_ave_pop_growth,n_ave_built_up_pc_growth,n_ave_built_quality_1_change,n_ave_built_quality_2_change,n_ave_temp_change,imp_pop_1,imp_pop_2
7208,"Sherkot","India","All Classes",29.32539,78.57514,1.004835,1.003604,.5575891,,.991615,-.6439605,-.1558571,,.6530569,.4349402,.5602847,88696.23
7209,"Daund","India","All Classes",18.45279,74.5754,1.01024,1.02202,.4496326,,.9685359,-.2525737,.8082238,,-.9553734,.1189163,.454237,54025.4
7210,"Pahasu","India","All Classes",28.17218,78.06205,1.045551,1.010482,.4529543,,.9465126,2.303942,.2041982,,-2.490224,.1286398,.4735866,26812.45
7211,"Khargone","India","All Classes",21.82375,75.61338,1.022688,1.000837,.1103678,,.9769976,.6486247,-.3006855,,-.365659,-.8742235,.1128717,9317.757
7212,"Bhadgaon","India","All Classes",20.66551,75.23364,1.021309,1.00945,.2248826,,.9699693,.5488167,.1501808,,-.8554787,-.539001,.2296746,13601.15
7213,"Islampur","India","All Classes",17.05619,74.26321,1.009839,1.014344,.4658766,,.9762537,-.2816168,.4063513,,-.4175047,.1664676,.4704604,75379.88
7214,"Kodoli","India","All Classes",16.86411,74.21172,1.012501,1.015245,.4662814,,.9728225,-.0888881,.4535353,,-.6566322,.1676527,.4721105,50756.95
7215,"Jirapur","India","All Classes",24.01422,76.36978,1.026825,1.031778,-.0368137,,.9438808,.9481698,1.319042,,-2.673639,-1.305072,-.0378013,-2094.925
7216,"Kannad","India","All Classes",20.26204,75.13359,1.01822,1.001891,.3644104,,.9802514,.3251979,-.2455012,,-.1388937,-.1305572,.3710501,33216.05
7217,"Bhagwanpur","India","All Classes",21.61341,75.55313,1.030977,1.000228,.1103678,,.969732,1.24882,-.332568,,-.8720157,-.8742235,.1137867,7587.958
7218,"Kolhapur","India","All Classes",16.69158,74.24285,1.007187,1.011463,.4662814,,.981612,-.4736377,.2555571,,-.0440751,.1676527,.4696326,342373.7
7219,"Seohara","India","All Classes",29.19623,78.60788,1.015321,1.003604,.5575891,,.9813737,.1152506,-.1558571,,-.0606785,.4349402,.5661317,138674.3
7220,"Dewas","India","All Classes",22.9561,76.04009,1.016617,1.012629,-.0027885,,.9713871,.2091206,.3165762,,-.756664,-1.205469,-.0028349,-950.294
7221,"Amroha","India","All Classes",28.89491,78.46941,1.013688,.9960234,.4988565,,.9904352,-.0029414,-.5526874,,.5708331,.2630108,.505685,232623.4
7222,"Rupbas","India","All Classes",26.99368,77.5947,1.0214,1.001028,.1935239,1.012503,.9780421,.5554366,-.2906821,.0543092,-.2928648,-.6307982,.1976654,16926.83
7223,"Aklera","India","All Classes",24.41087,76.56438,1.009369,,-.0238509,,,-.3156831,,,,-1.267126,-.0240744,-3297.801
7224,"Baramati","India","All Classes",18.16774,74.58991,1.029364,1.007331,.4496326,,.964404,1.131974,.0392568,,-1.243335,.1189163,.4628354,97166.5
7225,"Mudhaltitta","India","All Classes",16.41756,74.14243,1.011448,1.011633,.4700947,,.9773124,-.1651338,.2644559,,-.3437177,.1788154,.4754763,25132.92
7226,"Shrigonda","India","All Classes",18.61429,74.69603,.9993431,1.025971,.4497633,,.9753273,-1.041548,1.01502,,-.4820699,.1192988,.4494678,35514.67
7227,"Aligarh","India","All Classes",27.90367,78.0816,1.020191,1.027549,.4025259,,.9539294,.4678499,1.097618,,-1.973329,-.0189806,.4106532,651278.7
7228,"N/A","India","All Classes",21.62589,75.59892,1.0091,1.000228,.1103678,,.990756,-.3351458,-.332568,,.5931939,-.8742235,.1113721,7989.402
7229,"Joya","India","All Classes",28.83698,78.47111,1.026628,.9960234,.4988565,,.9779516,.9339114,-.5526874,,-.2991705,.2630108,.51214,42674.52
7230,"Iglas","India","All Classes",27.70867,77.93859,1.003363,1.040849,.3559275,,.9575335,-.750492,1.793891,,-1.722151,-.1553896,.3571245,44332.77
7231,"Fatehpur Sikri","India","All Classes",27.09828,77.67312,1.010029,1.0006,.2350993,,.9894767,-.267885,-.3130915,,.5040373,-.5090933,.2374571,12649.73
7232,"Baseri","India","All Classes",26.74568,77.54036,1.008565,1.022091,.1935239,,.9700771,-.3738469,.8119369,,-.8479642,-.6307982,.1951815,26257.82
7233,"Margao","India","All Classes",15.2523,73.94909,1.007322,.9971282,.472167,,.997808,-.4638675,-.4948509,,1.084663,.1848818,.4756242,93618.09
7234,"Sahaspur","India","All Classes",29.12066,78.61668,1.013771,1.003604,.5575891,,.9828737,.0030658,-.1558571,,.0438603,.4349402,.5652677,29374.33
7235,"Anupshahr","India","All Classes",28.35963,78.2617,1.034151,1.007981,.4529543,,.9593202,1.478601,.073286,,-1.597631,.1286398,.4684232,38173.13
7236,"Pachora","India","All Classes",20.66323,75.34834,1.013484,1.00479,.2248826,,.9819912,-.0176916,-.0937709,,-.0176475,-.539001,.227915,25112.83
7237,"N/A","India","All Classes",16.76233,74.28097,1.014559,1.011749,.4662814,,.9742038,.0601076,.2705341,,-.5603681,.1676527,.47307,55160.22
7238,"N/A","India","All Classes",28.01329,78.12998,1.002513,1.025619,.4529543,,.972577,-.8120219,.9965793,,-.6737383,.1286398,.4540927,30515.86
7239,"N/A","India","All Classes",21.69797,75.66757,1.015413,.9979786,.1103678,,.9868155,.1219482,-.4503346,,.3185708,-.8742235,.1120689,9601.31
7240,"Chhipabarod","India","All Classes",24.62216,76.70988,.9982789,1.059129,-.0075393,,.9457995,-1.118597,2.750826,,-2.539922,-1.219376,-.0075263,-481.9582
7241,"Shajapur","India","All Classes",23.42338,76.28046,1.012693,1.014102,-.0302896,,.9737345,-.0749924,.3937019,,-.5930723,-1.285974,-.0306741,-3137.112
7242,"Kanth","India","All Classes",29.07352,78.63034,1.016029,1.002851,.5575891,,.9814256,.1665183,-.1952469,,-.0570646,.4349402,.5665265,90635.58
7243,"Dibai","India","All Classes",28.21225,78.23849,.9966407,1.043433,.4529543,,.9616054,-1.237207,1.929134,,-1.438376,.1286398,.4514327,44910.06
7244,"N/A","India","All Classes",25.49168,77.06167,1.031738,,.0587411,,,1.303919,,,,-1.025352,.0606054,4526.662
7245,"Gokul Shirgaon","India","All Classes",16.64131,74.28654,1.018237,1.011215,.4662814,,.9711977,.3263804,.2425832,,-.7698695,.1676527,.4747849,24233.02
7246,"Ponda","India","All Classes",15.39868,74.00914,1.010903,1.037255,.4349871,,.9536856,-.2046203,1.605716,,-1.990323,.0760439,.4397296,27101.88
7247,"Sabalgarh","India","All Classes",26.25089,77.41045,1.019251,1.012625,.1559949,,.9688804,.3997951,.3164015,,-.9313635,-.7406579,.1589979,35055.35
7248,"Jalgaon","India","All Classes",21.00044,75.55956,1.01351,1.004047,.1788788,,.9826929,-.0158532,-.1326427,,.0312572,-.6736693,.1812954,120978
7249,"Chamoli Gopeshwar","India","All Classes",30.41163,79.31738,.9915583,1.050828,.6780641,,.9597321,-1.605183,2.316279,,-1.568932,.7876103,.67234,49035.81
7250,"Kiraoli","India","All Classes",27.13738,77.78516,1.009608,1.0006,.2350993,,.9898888,-.2983263,-.3130915,,.5327537,-.5090933,.2373582,13254.38
7251,"Moradabad","India","All Classes",28.82747,78.74344,1.020295,.9998906,.5530748,1.052433,.9802161,.4753847,-.350244,.9450697,-.141357,.4217256,.5642993,913844.2
7252,"Runkata","India","All Classes",27.23016,77.87109,,1.002267,.2350993,,.9402856,,-.2258188,,-2.924194,-.5090933,,18007.88
7253,"Kagal","India","All Classes",16.58285,74.31023,1.003559,1.015618,.4662814,,.98113,-.7362855,.4730617,,-.0776641,.1676527,.4679411,26834
7254,"Hathras","India","All Classes",27.62728,78.06293,1.004866,1.03759,.4025259,,.9591044,-.6416646,1.623277,,-1.612673,-.0189806,.4044847,189212.1
7255,"Bari","India","All Classes",26.64557,77.61268,1.01822,1.00018,.1935239,,.9819283,.3251979,-.3350704,,-.0220258,-.6307982,.19705,44185.85
7256,"Bijeypur","India","All Classes",26.05453,77.36909,1.018587,1.042539,.1559949,,.9416941,.3517208,1.882318,,-2.826035,-.7406579,.1588943,21593.29
7257,"Ranjangoan","India","All Classes",19.83451,75.22681,1.03104,1.010696,.3207002,,.95963,1.253359,.2154185,,-1.576047,-.2585115,.3306547,82844.06
7258,"N/A","India","All Classes",24.74368,76.88062,1.01338,.9971315,-.0075393,,.9896355,-.0252609,-.4946824,,.5151035,-1.219376,-.0076401,-387.6596
7259,"Jaspur","India","All Classes",29.27929,78.83349,.9967629,1.043185,.5575891,,.9617154,-1.228356,1.916185,,-1.430708,.4349402,.5557841,34637.32
7260,"Chhabra","India","All Classes",24.66817,76.84416,.9966732,1.055498,-.0075393,,.9505825,-1.234851,2.560723,,-2.206583,-1.219376,-.0075142,-652.4028
7261,"Vita","India","All Classes",17.27611,74.54069,1.000777,1.027563,.4747071,,.9724205,-.9377314,1.098386,,-.6846508,.1923175,.475076,29889.54
7262,"Atrauli","India","All Classes",28.03428,78.27727,.9934886,1.034829,.4529543,,.9726765,-1.465426,1.478748,,-.6668053,.1286398,.4500049,81361.3
7263,"Sadabad","India","All Classes",27.4377,78.03478,.9928043,,.281024,,.9446309,-1.514964,,,-2.621365,-.3746567,.2790018,39798.86
7264,"Agra","India","All Classes",27.16906,77.99973,1.018633,1.00723,.2350993,,.9746614,.3550696,.0339462,,-.5284739,-.5090933,.2394799,571392.8
7265,"Sarangpur","India","All Classes",23.57038,76.47836,1.012508,1.011328,-.0410667,,.9765837,-.0883789,.2484804,,-.3945042,-1.317522,-.0415803,-2296.417
7266,"Aurangabad","India","All Classes",19.87402,75.3385,1.021744,.9993782,.3207002,,.9793279,.5802937,-.3770686,,-.2032595,-.2585115,.3276734,493639.5
7267,"Sambhal","India","All Classes",28.57466,78.56985,1.018876,.9895794,.5530748,1.055159,.9918087,.3726853,-.8900212,1.0059,.6665531,.4217256,.5635148,410263.2
7268,"Babrala","India","All Classes",28.27497,78.41999,.9914359,,.4529543,,.9489175,-1.614038,,,-2.32262,.1286398,.4490752,37422.29
7269,"Jairampur","India","All Classes",28.18137,78.39931,1.025587,1.044621,.4529543,,,.8585548,1.99132,,,.1286398,.4645441,64252.38
7270,"Kheragarh","India","All Classes",26.94438,77.8218,1.020836,1.006094,.1935239,,.973656,.5145864,-.0255316,,-.5985431,-.6307982,.1975562,12239.57
7271,"Barwaha","India","All Classes",22.24656,76.03899,1.021693,1.00357,.0495343,,.9752858,.5766342,-.1576481,,-.484961,-1.052303,.0506089,3566.747
7272,"Ichalkaranji","India","All Classes",16.69828,74.45477,1.004848,1.01598,.4662814,,.9795234,-.6430197,.4919952,,-.1896303,.1676527,.4685417,181884.2
7273,"Nippani","India","All Classes",16.40668,74.37874,1.006374,1.01629,.4700947,,.9777396,-.5325179,.5082267,,-.3139503,.1788154,.4730909,45802.88
7274,"Gadahinglaj","India","All Classes",16.22157,74.3455,1.010463,1.044645,.4700947,,.9473509,-.236477,1.992612,,-2.431803,.1788154,.4750131,48961.71
7275,"Thakurdwara","India","All Classes",29.19911,78.92345,1.022455,1.047616,.5575891,.9660577,,.6317858,2.148142,-.9818106,,.4349402,.5701097,240467.3
7276,"Hathras","India","All Classes",27.64736,78.16264,1.014945,,.4025259,,,.0880459,,,,-.0189806,.4085416,29945.87
7277,"Yawal","India","All Classes",21.17043,75.69909,1.015442,1.002711,.1788788,,.9821308,.1240023,-.2026044,,-.0079189,-.6736693,.181641,9029.618
7278,"Chitegaon","India","All Classes",19.75858,75.29272,,1.006613,.3207002,,.9414633,,.0016643,,-2.84212,-.2585115,,22889.9
7279,"Ratanpur","India","All Classes",28.77936,78.6929,1.002796,1.0218,.5530748,,.9759361,-.791558,.796704,,-.4396412,.4217256,.5546212,32640.88
7280,"Kailaras","India","All Classes",26.30288,77.61346,1.018263,1.011401,.1790261,,.9709942,.3282792,.252312,,-.7840511,-.6732379,.1822957,34063.29
7281,"Sanawad","India","All Classes",22.17794,76.06654,1.018041,1.003532,.0495343,,.9788215,.3122256,-.1596389,,-.2385474,-1.052303,.050428,3531.596
7282,"N/A","India","All Classes",28.63787,78.64148,1.019162,.9895794,.5530748,,.9915308,.3933564,-.8900212,,.6471915,.4217256,.5636728,28914.3
7283,"Sonkach","India","All Classes",22.97349,76.3461,1.007072,1.019084,-.0027885,,.9743825,-.4819493,.6544966,,-.5479145,-1.205469,-.0028083,-187.052
7284,"Bhikangaon","India","All Classes",21.86214,75.96645,1.019833,.9965733,.1103678,,.9839246,.4419226,-.5239002,,.117099,-.8742235,.1125567,6481.735
7285,"Manoharthana","India","All Classes",24.23825,76.80927,1.00496,1.05972,-.0238509,,.9389883,-.6348721,2.781729,,-3.014605,-1.267126,-.0239692,-1787.044
7286,"Rajgarh","India","All Classes",24.00236,76.72506,1.011334,,-.0238509,,,-.1733936,,,,-1.267126,-.0241212,-1228.89
7287,"Kada","India","All Classes",18.89644,75.07623,1.00506,1.028324,.376956,,.9675596,-.6276221,1.138231,,-1.023411,-.0938322,.3788635,23273.68
7288,"Sangli","India","All Classes",16.8566,74.6041,1.014214,1.037665,.4915962,,.9501961,.035121,1.627196,,-2.233509,.2417575,.4985837,415849.7
7289,"Shevgaon","India","All Classes",19.35378,75.21872,1.006412,1.029419,.3543024,,.9652328,-.5297387,1.195519,,-1.185574,-.1601467,.3565742,36293.73
7290,"Pathardi","India","All Classes",19.17464,75.16959,.9986933,1.035634,.3543024,,.9668559,-1.088596,1.520852,,-1.072457,-.1601467,.3538394,40740.91
7291,"Tasgaon","India","All Classes",17.03059,74.60796,1.016437,1.029074,.4747071,,.9560332,.196062,1.177471,,-1.826715,.1923175,.4825098,42220.53
7292,"Jaysingpur","India","All Classes",16.7756,74.56063,1.010752,1.033443,.4915962,,.9573463,-.2155298,1.406159,,-1.735203,.2417575,.4968818,58995.41
7293,"N/A","India","All Classes",28.94221,78.82681,1.021412,.9999365,.5530748,1.009194,.9790989,.5562738,-.3478415,-.0195013,-.2192149,.4217256,.5649173,29094.17
7294,"Karjat","India","All Classes",18.55375,75.00961,1.000125,1.032167,.376956,,.9687144,-.9849167,1.339367,,-.9429322,-.0938322,.3770032,19318.67
7295,"Karwar","India","All Classes",14.83006,74.14135,1.004068,1.002463,.4161687,1.103974,.9936222,-.6994228,-.2155783,2.094878,.7929419,.0209563,.4178619,42847.48
7296,"Pohari","India","All Classes",25.53934,77.36597,1.016112,,.110322,,,.1725341,,,,-.8743575,.1120995,6292.476
7297,"Chharra","India","All Classes",27.92564,78.39839,1.006206,1.034829,.4025259,,.9603832,-.5446875,1.478748,,-1.523554,-.0189806,.4050238,28364.28
7298,"Dhaulpur","India","All Classes",26.70507,77.8839,1.019727,1.014871,.1935239,,.9662843,.4343101,.4339716,,-1.11229,-.6307982,.1973416,65223.21
7299,"Bhusawal","India","All Classes",21.04336,75.80553,1.015128,1.008614,.1788788,,.9766845,.1012771,.1064228,,-.3874798,-.6736693,.1815848,51419.25
7300,"N/A","India","All Classes",25.71041,77.45779,1.021896,,.110322,,,.5913413,,,,-.8743575,.1127376,15934.18
7301,"Bahjoi","India","All Classes",28.39403,78.62689,1.021563,1.019668,.5091643,,.9600108,.5672265,.6850561,,-1.549503,.2931851,.5201436,74625.81
7302,"Motipura Chauki","India","All Classes",24.62144,77.04254,,,.0030327,,,,,,,-1.188429,,154.4466
7303,"N/A","India","All Classes",21.65749,75.99335,1.020486,1.003391,.1103678,,.9766142,.4892028,-.1670213,,-.3923773,-.8742235,.1126287,7499.055
7304,"Sankeshwara","India","All Classes",16.25711,74.48682,1.005692,1.041957,.4700947,,.9543006,-.5819041,1.851896,,-1.947462,.1788154,.4727703,39186.48
7305,"R?mnagar","India","All Classes",29.39326,79.12463,.9976756,,.6134639,.9782704,,-1.162278,,-.7093658,,.5985042,.612038,50625.38
7306,"Kundarkhi","India","All Classes",28.68826,78.78786,1.039797,1.023486,.5530748,.9932355,.9396572,1.887387,.884944,-.3755191,-2.967989,.4217256,.5750856,61189.78
7307,"Pachore","India","All Classes",23.72296,76.7402,1.022473,1.004155,-.0277605,,.973974,.6331149,-.1270263,,-.5763816,-1.27857,-.0283844,-2055.789
7308,"Ashti","India","All Classes",18.80696,75.16844,1.029029,1.028324,.376956,,.945023,1.10773,1.138231,,-2.594036,-.0938322,.3878985,27820.89
7309,"Tanda","India","All Classes",28.97381,78.94659,1.006554,,.5530748,1.070503,,-.5194679,,1.348181,,.4217256,.5566997,119566.2
7310,"Bilari","India","All Classes",28.62299,78.79545,1.033221,1.023486,.5530748,1.04967,.9456375,1.411297,.884944,.8834338,-2.551213,.4217256,.5714488,169761.3
7311,"Jamner","India","All Classes",20.80968,75.77475,1.0343,1.015199,.2272801,,.9523623,1.489415,.4511203,,-2.082545,-.5319826,.235076,22255.18
7312,"dehgaon","India","All Classes",28.11243,78.58286,1.037419,1.055349,.5091643,,,1.715183,2.552935,,,.2931851,.5282166,52687.19
7313,"Sikandra Rao","India","All Classes",27.69368,78.38172,.9827695,1.042616,.4025259,,.9759414,-2.241502,1.886399,,-.4392715,-.0189806,.3955902,49467.81
7314,"Chikkodi","India","All Classes",16.4276,74.58162,1.017307,1.016984,.468617,,.9665716,.2590505,.5445648,,-1.092272,.1744896,.4767272,26260.87
7315,"Paithan","India","All Classes",19.47267,75.38987,1.017352,1.007464,.3543024,,.9756616,.2623389,.0462087,,-.4587702,-.1601467,.3604503,25125.09
7316,"Joura","India","All Classes",26.34364,77.8066,1.011623,1.010598,.1790261,,.9781442,-.1524895,.2102951,,-.2857532,-.6732379,.1811069,59541.45
7317,"N/A","India","All Classes",29.05467,79.01645,.9892626,,.6134639,,,-1.771393,,,,.5985042,.6068769,31575.01
7318,"Jalesar","India","All Classes",27.47035,78.30392,,1.052665,.281024,,.9809552,,2.412444,,-.0898436,-.3746567,,23610.85
7319,"Etmadpur","India","All Classes",27.22491,78.23587,1.00896,1.026696,.281024,,.9653485,-.3452958,1.053006,,-1.177507,-.3746567,.2835419,77114.55
7320,"Sillod","India","All Classes",20.30308,75.65195,1.025063,.9964845,.2874284,,.978991,.8206391,-.5285493,,-.2267336,-.3559089,.2946323,30930.25
7321,"Indapur","India","All Classes",18.11346,75.02607,1.02811,1.019582,.4394789,,.9539778,1.041194,.6805879,,-1.969956,.0891929,.4518325,22465.51
7322,"Belagavi","India","All Classes",15.85943,74.50961,1.008732,1.054367,.4457569,,.9402269,-.3618068,2.501508,,-2.928286,.1075707,.4496491,382089.4
7323,"Chandausi","India","All Classes",28.44977,78.78464,1.018654,1.018751,.5091643,1.049452,.9636185,.3566059,.6370795,.8785831,-1.29808,.2931851,.5186624,239911.8
7324,"Shamsabad","India","All Classes",27.01327,78.12482,.9987607,1.022607,.281024,,.9791058,-1.083715,.8389518,,-.218733,-.3746567,.2806757,26335.13
7325,"Kumbhraj","India","All Classes",24.37022,77.05438,1.020782,1.056438,-.0157456,,,.5106938,2.609948,,,-1.243399,-.0160729,-1761.491
7326,"N/A","India","All Classes",28.06924,78.61639,1.009925,1.04623,.5091643,,.9464197,-.2754284,2.075578,,-2.4967,.2931851,.5142176,36923.14
7327,"Suar","India","All Classes",29.02828,79.05594,,,.6134639,1.105925,,,,2.138402,,.5985042,,41633.24
7328,"Islamnagar","India","All Classes",28.32537,78.72456,1.013842,1.031515,.5091643,1.006909,.9562119,.0082184,1.305238,-.0704759,-1.814261,.2931851,.5162123,121774.3
7329,"Biaora","India","All Classes",23.92214,76.90818,1.031193,1.02125,-.0277605,,.9495724,1.264424,.7678856,,-2.276976,-1.27857,-.0286264,-6228.862
7330,"Akluj","India","All Classes",17.88173,75.02233,1.018831,1.036688,.4273267,,.946781,.3694314,1.576055,,-2.471515,.0536194,.4353738,90333.55
7331,"Hukkeri","India","All Classes",16.23247,74.60128,1.013245,1.035775,.468617,,.9528395,-.0350053,1.528278,,-2.049289,.1744896,.474824,30231.46
7332,"Bajpur","India","All Classes",29.17228,79.14721,.9949247,,.6134639,,.9415268,-1.36145,,,-2.837692,.5985042,.6103504,43912.28
7333,"Shujalpur","India","All Classes",23.38243,76.72527,1.013225,1.020205,-.0339985,,.9674014,-.0364553,.7131631,,-1.034436,-1.296831,-.0344481,-2768.073
7334,"N/A","India","All Classes",28.65345,78.89576,,,.5530748,,,,,,,.4217256,,36836.07
7335,"N/A","India","All Classes",28.00004,78.62649,,1.032237,.5091643,,,,1.34303,,,.2931851,,33454.13
7336,"Chachaura","India","All Classes",24.19078,77.03268,1.018293,,-.0157456,,,.3304542,,,,-1.243399,-.0160337,-1296.146
7337,"Morena","India","All Classes",26.49231,77.98643,1.016777,1.012356,.1790261,1.110474,.9714964,.2206946,.3022793,2.239883,-.7490498,-.6732379,.1820296,82680.86
7338,"Raver","India","All Classes",21.24353,76.03167,1.020219,1.005922,.168467,,.9744105,.4699214,-.0344866,,-.5459621,-.7041479,.1718733,11438.05
7339,"Khanapur","India","All Classes",15.64283,74.50636,1.01568,,.4457569,,,.1412556,,,,.1075707,.4527463,43644.95
7340,"Karmala","India","All Classes",18.40382,75.19853,.998192,1.052359,.4394789,,.9519676,-1.124889,2.396387,,-2.110053,.0891929,.4386843,36891.18
7341,"Rampur","India","All Classes",28.79256,79.03048,1.014148,1.01639,.5696278,1.047797,.9701492,.0303222,.5134686,.8416632,-.8429378,.4701814,.5776867,354740.8
7342,"Jamkhed","India","All Classes",18.73676,75.3073,1.010051,1.040515,.376956,,.951499,-.266271,1.776386,,-2.142711,-.0938322,.3807448,37654.49
7343,"Kavathe Mahankal","India","All Classes",17.01139,74.86137,1.003447,1.048394,.4747071,,.950563,-.7444158,2.188861,,-2.207945,.1923175,.4763435,27894.79
7344,"N/A","India","All Classes",27.83313,78.59287,1.011073,1.053424,.4528742,1.027072,.9388885,-.1922694,2.452177,.3793149,-3.021559,.1284053,.457889,26619.05
